A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-2.5521241303748003;1.9691931104338	#	-2.9063060545323602;0.24966713025709997	#	-2.4321348906242;-0.7237298622157998	#	-2.5333008074077;-0.7370635781323003	0.115914655064;0.81581104062	-3.9449077528595;-1.2643779242209998	#	#	#	#	-0.07211745459920993;1.12663411457721	#	-0.250417321639645;0.64579378813584	#	#	-4.30203251894015;-2.1702055933998503	0.14677379855675;0.98060894247925	#	0.007628470600050008;0.85303018540395	#	#	-5.7147339977459;-1.8466772369341005	#	#	0.041221507777149946;0.61604231547885	-6.42266777593885;-2.30010271410485	#	-5.3623039185125005;-1.9942536995075	-0.07967559310610006;0.8355153552591001	#	#	-5.6293161995112;-2.5587754599478	#	#	#	-5.506647444131;-1.5185106196490001	#	#	-0.01900457148129997;0.6372311261513	#	#	#	#	#	#	#	-0.2229051802288401;0.87446231782084	#	#	#	#	#	-0.18886316896847494;0.9560522896904748	#	-0.37763154333025994;0.8329779297422599	#	-0.17041497275325207;1.0224987769212521	#	#	#	-0.3168287805606776;0.9493835713166776	-9.442899691345499;-6.4228606229945	#	#	#	#	#	#	0.11597030574593997;0.8739761973700599	-10.671892900465;-8.028688830755002	0.11673866000563043;0.9984952670383695	#	#	-10.23131171402485;-8.05149548325515	#	-9.8299422537829;-7.3487225920571	#	metro_station	0.03125	0.5	1	11.5	49838	49439	0.375	11.5	1	2
#	0.08336905693367602;1.202991564107391	#	0.11728400070578499;0.714327136350215	#	-0.08648711624287997;0.6367302661926008	#	#	#	#	-7.11435713808885;-3.4727465179911503	#	#	#	-7.625565425904799;-1.7032293905383997	#	#	-0.10013342786671997;1.1396841184347202	#	0.22186789468144996;0.94425089021675	-7.727800908186046;-3.159714009583	#	-7.8042192367070005;-2.6503257199385994	0.10799395620871999;2.030198093123217	#	0.14903829288880488;1.388491859823195	#	#	-7.579325271297;-4.14241789715875	0.33692896380584;1.143829169163665	-5.84416432474155;-3.75597318895845	0.5389409788731101;1.2883818360493602	-7.448421659155;-4.082998153045	#	#	#	-7.6563278305484;-3.7655978510315995	0.17717324443621008;1.47691122997379	#	#	#	#	#	0.6891249970716348;1.17132088118114	-7.895841922320349;-3.95543743349965	#	-8.640561484100001;-3.71899838876	-0.126457350161585;1.2124859731075852	-8.2290488967518;-4.422697394568201	#	-7.442794928320497;-5.044462998528	#	-8.268782640222;-4.597784461439	#	-7.647165329574;-5.692325647746	#	#	#	-8.3426392924401;-6.786988279730901	#	#	#	-10.2014007320662;-6.623514244227	0.25284262168383;0.93319552717017	#	#	-10.114323746398501;-7.6917864752415	#	-9.6742701949295;-8.0944242006976	#	-10.3711506368646;-8.7003435908754	#	-10.68922964343;-8.301819515950001	-0.017633393947184106;1.183056453927184	#	#	#	0.22259403014267992;0.801677757607944	#	-0.07029810866707004;1.01828682543707	train	0.0	0.0	1	8.0	49442	49442	0.45	8.0	0	1
#	#	#	#	-6.313901941267799;-3.1411497456521995	#	#	#	-6.1422669242885;-3.8079807326115	0.46263449358037506;0.964166825737625	-6.355861013105399;-3.7291254838545997	#	#	#	#	#	-6.2157443963293;-3.3586223165307	#	-6.70997133991275;-4.3030699723672505	#	#	0.49973801254124994;0.96940563187675	-7.8042192367070005;-3.210533845853	0.23815197316832004;1.32760539999168	#	#	-7.1073030008544;-3.8557419157055994	#	#	0.487620618810335;1.143829169163665	#	0.34224514552064;1.2883818360493602	-7.0699704421118;-4.5122485774682	#	#	#	-7.6563278305484;-3.7655978510315995	0.17717324443621008;1.47691122997379	#	#	#	#	#	0.44475436263009505;1.018742329561905	-7.8193716795353;-5.3646934733847	0.353370043412235;1.3461409049917652	#	#	-8.2290488967518;-4.422697394568201	0.23156184280575998;1.54409943851224	-7.6470915231520005;-5.044462998528	0.43394260785394995;1.3631885064720501	-7.37679095790325;-5.45962840789675	#	-7.647165329574;-5.692325647746	#	#	0.41121366994644004;1.41309737179956	-8.3426392924401;-6.740882021759901	#	#	0.6079987287378686;1.4450072098421316	-10.2014007320662;-6.2098438517138	#	-9.167876963823499;-7.8140663469764995	#	-10.114323746398501;-7.6917864752415	#	-10.5689462178424;-8.0944242006976	0.229785299170624;1.137029779599376	-10.3711506368646;-8.7003435908754	#	-10.4709236347125;-8.7229983628075	#	-11.1076774645915;-8.198384487308498	#	-10.35133777406165;-9.31503169713835	0.264076850220056;0.801677757607944	#	#	train	0.0	0.0	1	11.0	49442	49442	0.4625	11.0	0	4
#	0.549468079791732;1.282716899822268	-6.62871929965732;-4.28491926462268	#	-6.75328910991525;-4.61778282440475	#	#	#	#	#	#	#	#	#	#	0.65189670134424;1.4796663207357599	#	#	#	#	#	#	#	#	#	#	#	#	-8.990965393889649;-5.12290929893035	0.45304312051639506;1.176555111931605	#	#	-9.5861616911859;-5.8505415994038	0.6998184897102051;1.747924072229795	#	#	#	#	#	0.8634249364203699;1.54651493719963	#	0.9643499581909101;1.5987111325690901	-9.57369598481;-6.456507531430001	#	#	0.985645065747395;1.839079666052605	-8.1695819292656;-6.4634400562144	#	#	#	#	#	-9.70893471285775;-5.54406434560225	#	#	#	#	#	#	#	#	#	-10.1496600359593;-6.8593226075607	1.2137737262726225;1.7240384053873774	#	#	#	#	#	#	-10.696165676301101;-9.2452016626789	#	#	#	#	0.7142772484546069;1.6854609498653932	#	#	-11.601248770876401;-9.2899756613236	0.56108692175204;1.35278505564596	home	0.1	1.0	1	13.0	49443	49443	0.25	13.0	0	0
#	-0.09248523569107997;0.77016043493308	-4.561833319117445;-2.29189434238083	#	-5.1238447430348;-3.1713818534251996	-0.04541460403310005;0.8674993387231	-6.0972242810632;-2.1331145336968	0.05182532372669996;0.8987247564940999	-5.14226133605675;-3.3608324003032504	#	#	#	-6.20716018340775;-2.15042971732575	-0.14835503662052996;0.97428532181453	#	#	#	#	-6.79992433765835;-1.6825550281064503	#	-4.4706362129534005;-0.7752968347241442	-0.3246109082312801;0.70475694323695	#	#	-7.910665739745647;-3.7739849043435005	#	#	-0.19407683018970007;0.73237058484857	-6.1215491835135;-4.0857301861665	-0.3608562842543899;0.88425737539039	-6.46065032738285;-2.1515506141270997	#	-7.542306222268101;-2.0936042675029993	#	-6.946500431005999;-2.7502759287739997	#	-7.88452887355429;-3.6875764490753995	#	#	#	-7.605884771863001;-3.2061547444569998	-0.36451992242370007;1.1666967053857	#	0.22255970932453994;0.96935825335336	-8.38136163315945;-3.9457363592225008	#	#	#	#	#	#	#	#	-0.16210807811388006;0.90480165671388	#	#	-8.5854506814163;-5.7661469812096	-0.47172171918175;1.09372156496375	#	0.280677301272984;0.7867619223470161	-9.020148763044;-5.895981097296	0.14526592472362243;1.1207936395820184	#	#	-9.56151517367625;-6.419449207465501	0.062232869202709984;1.4066329997792901	-8.766657633516;-7.056631324464	#	#	#	#	-0.3658312183193109;1.036479681185311	#	#	#	#	#	#	#	#	city_center	0.2373046875	0.75	1	32.5824	49931	49444	0.425	32.5824	6	8
-2.722192375795675;-0.8845046924643248	-0.09248523569107997;0.77016043493308	-4.561833319117445;0.7866259899513453	#	#	#	#	#	-5.82517812441225;-1.95517733294775	#	#	-0.012221996409180036;0.9637681126491799	#	-0.14835503662052996;0.97428532181453	#	#	#	0.01428383378255993;1.04100773931344	#	#	-4.4706362129534005;-0.7752968347241442	#	#	#	#	#	#	#	#	#	#	#	-6.805197176057001;-2.0936042675029993	#	#	#	#	#	#	#	#	#	#	-0.33191120317114503;0.77675498774146	-8.38136163315945;-3.9457363592225008	#	#	#	#	#	#	#	-9.192621971262;-4.56164611156925	#	#	#	#	-0.47172171918175;1.09372156496375	#	#	#	#	#	#	-9.56151517367625;-6.419449207465501	#	#	#	#	#	#	#	#	0.08114224987774143;0.8503341836722585	#	#	#	#	#	#	city_center	0.09281764811892691	0.6216216216216216	1	21.350872339372465	49986	49444	0.1875	21.350872339372465	23	37
-2.78414411898065;-1.01451894243935	#	-5.06179701841775;-0.1788802787622501	0.38174623825105003;0.95952991790695	#	0.32332393870257997;1.16984414016742	-4.2747648714442;-2.1688315681558	0.2804544543049001;1.2953042133611	-5.58854847267825;-1.2271190092817506	#	-4.95055656318325;-2.26412249917675	0.38491284685307997;1.25993846187092	-4.9480234560155;-2.1788222389245	#	-5.5883876623052;-1.6359479151947998	0.21251648776930498;1.2644737124126948	-6.2538681699225;-1.2705157051574996	#	#	#	-5.0688358258924;-2.6785351266076	#	#	#	-6.45131398895365;-2.2498040591063497	#	-5.8825984728711;-3.3761868030688995	0.041753380023810016;0.84650251080619	-5.68284289722125;-3.9863270660987498	#	#	0.21338749842115995;1.0616479795848401	#	#	#	0.13836567427714985;1.5381926751508503	-6.8847348529584;-2.9940048734415994	#	-7.324017373693;-2.795116234027	0.30391293315438983;1.5599171281356101	#	0.47572129500828;1.1757060391497198	#	#	-6.3387204408966;-4.0132358245434006	0.32865539264823496;1.321426254227765	#	#	#	#	-6.5868609204474;-4.439692387632601	#	#	0.37857796290848006;1.20457259632352	#	0.21922608860597004;1.34332490256203	-8.1394904978249;-5.5381145080151	#	-8.3891320242243;-5.7931805855357	#	#	#	#	0.432713072276025;0.999673826847975	-8.88590060635;-6.80311504197	#	-9.7060683366335;-6.8085237574065	#	#	-0.19370670753176444;1.1482590864357645	#	0.20929572734225654;0.7588499987697435	-10.502428351699999;-7.60343033976	#	-10.93744910221495;-7.98659479668505	#	-10.503345159544;-9.073957467236	#	-10.715731501811;-8.336479771389001	#	metro_station	5.949901826619859e-05	0.14285714285714285	1	15.456	49446	49446	0.5	15.456	1	7
#	#	-7.9838315860722;-3.9691244491346094	#	#	#	#	#	#	0.015549737915749984;0.5853604786877266	-9.0949529992968;-6.2294233310232	#	-8.18033722412525;-6.19373635099475	-0.12420460814486994;1.03649135566087	-9.702858864094;-5.559172032446	#	#	-0.13184075510852;0.81739455377852	#	#	#	-0.05058037283333999;1.5515265823301239	#	-0.371069689327;1.209813202121	#	#	#	#	-10.4224858486974;-6.043536080458701	#	#	#	#	#	#	#	#	#	#	#	-9.7543202216476;-6.9887756329924	#	-10.3787497359186;-7.448592589741399	#	#	#	#	0.01778852877256973;0.58683421863616	#	#	-10.4569586937344;-7.333804464185601	#	#	#	#	#	#	-0.044406279263219994;0.49828072590722	#	0.07176498352437394;0.668221858361626	-13.317711628677307;-6.303477856966369	#	#	#	-10.728644074270502;-8.7499977881095	#	#	#	-11.336609535617349;-8.72952383898265	#	-10.859972662157901;-9.2331342226421	-0.6155679681091094;0.46010976237285395	#	-0.415503984823962;0.560056516573962	#	#	-10.341517472095196;-9.25615430046905	#	#	#	library	0.04526613752481193	0.5384615384615384	1	28.229920768	49952	49447	0.2875	28.229920768	7	13
-8.242975183041601;-3.8869747484784	#	#	#	#	-0.16362140430219996;0.8322847150682	#	-0.28555960408760006;0.9042642513576	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.29420835757666003;0.6677294491883401	-9.6919694058182;-5.518844258241799	#	#	#	#	#	-12.164131590916;-7.162061675463999	#	#	#	#	#	#	0.1758080012262;0.80380911448938	-11.942881180024001;-7.677526497396	-0.19475697620146498;0.6645648581354651	#	#	#	#	-10.539865651719;-7.455991533224	#	#	#	-11.974698349306301;-7.820512249558988	#	-11.831411517411901;-9.0145280413881	-0.227573277874642;0.874968218036642	#	#	#	#	-12.04006180443025;-8.96795309696975	#	-12.225603109438001;-11.537635535048018	#	#	#	-11.6636655588882;-9.6411096611118	#	#	#	#	#	#	#	-12.2491346830456;-9.8019043317544	#	office	0.08159456964544905	0.956140350877193	1	20.0	49450	49450	0.2125	20.0	0	0
#	#	#	-0.41414017459307995;0.9725406565810799	#	#	#	-0.33922965407484995;1.3553237618249854	-4.794350854388;-0.8629214789320001	#	-4.1122339590041;-2.5600720553559	0.09574216512754;0.48293890856717003	#	-0.26936257426052;0.7961943761185201	#	#	#	-0.13340927098212002;0.71896529210012	#	#	#	#	-5.4514652015806;-2.4327576590194	#	-6.33730615018655;-2.26917748795345	#	#	#	#	#	-6.6576877122819;-4.50375595948695	#	#	#	#	#	#	#	-6.915647149911;-4.955376507369	-0.9578966506181544;0.71523301463204	#	#	#	#	#	-0.20260503495847504;0.755331761302475	#	#	#	#	#	#	#	#	#	#	#	-0.20965886826099;1.1888037989089901	#	#	-9.111161331232399;-6.1952715098676	#	#	#	-10.333469676611251;-7.2189532745805005	#	#	#	#	#	#	#	#	#	#	#	-9.175226689667392;-7.13384966923515	#	-9.8239395994074;-8.125044021441	#	car	0.0029802322387695312	0.3125	1	22.506046304256	49972	49451	0.225	22.506046304256	5	16
#	#	#	#	#	#	#	0.0775190964104;0.5674465662996	-5.68053154337;-3.22338818371	#	#	#	-6.227925581957;-3.5791244177830004	#	#	#	#	#	#	#	#	#	#	-0.32041042990528;0.5979751360446801	#	#	#	-0.01459807826491999;0.51095237449092	#	#	-7.1154202618913;-5.364034148008701	#	-5.837095051593;-3.8178409479269995	#	-6.928402700661;-4.480605074359	#	-7.5071413664564;-5.7007310188236	#	#	#	#	#	#	#	#	#	#	-0.11744818151967004;0.56201559446767	#	#	#	#	-9.5512415716205;-5.188044044019501	-0.23455950491440003;0.68627083013852	-9.237605723864558;-4.9521763470792	-0.32716738910691495;0.8881551975665849	-9.7805800122815;-5.4449533625985	#	#	-0.183689668176998;0.882702926228998	-10.1419453187267;-4.961728652827163	-0.2766206422191043;1.0095143409411045	#	#	#	-0.136703487122931;0.524861275931848	-9.2082692514735;-7.2607392883865	#	#	#	-10.198381752991699;-7.955982822848299	#	#	#	#	-0.021534887415967013;0.7197611419186966	#	-0.438679467898352;1.141204214558352	-9.9388443870815;-8.0694323131785	#	train	3.0517578125e-05	0.125	1	24.9936	49452	49452	0.3	24.9936	1	8
-2.74356617561865;1.74855927252465	#	#	#	#	#	#	0.0775190964104;0.5674465662996	#	#	#	-0.3111663198791201;0.90040760860712	-6.227925581957;-3.5791244177830004	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.01459807826491999;0.51095237449092	#	#	-7.1154202618913;-5.364034148008701	#	-5.837095051593;-3.8178409479269995	#	#	#	-7.5071413664564;-5.7007310188236	#	#	#	#	#	#	#	#	#	#	-0.11744818151967004;0.56201559446767	#	#	#	#	-9.5512415716205;-5.188044044019501	-0.23455950491440003;0.68627083013852	-9.237605723864558;-4.9521763470792	-0.32716738910691495;0.8881551975665849	#	#	-9.6376346412509;-6.268421071889101	-0.183689668176998;0.882702926228998	-10.1419453187267;-4.961728652827163	-0.2766206422191043;1.0095143409411045	#	#	#	-0.136703487122931;0.524861275931848	-9.2082692514735;-7.2607392883865	#	#	#	-10.198381752991699;-7.955982822848299	-0.3241842443311705;1.01526902626809	#	#	#	-0.021534887415967013;0.7197611419186966	#	-0.438679467898352;1.141204214558352	-9.9388443870815;-8.0694323131785	#	train	3.0517578125e-05	0.125	1	24.9936	49452	49452	0.3	24.9936	1	8
-6.900215268270019;-1.3755490720688999	#	#	#	#	0.2512580245985;0.6662189076695	#	#	#	#	#	-0.5356315309359109;0.7875379354163401	#	#	-6.5025359823068;-3.9340686230976	0.22938279070796527;1.1099311619732217	-8.3989609768674;-3.4820532116326	-0.3052445969562799;0.5774346556684	#	#	-6.8904867945298;-4.2806316011738	-0.20823072335617998;0.8915173554098901	#	#	#	-0.11558221792974005;0.6983872887137401	#	#	-7.51860109706395;-2.70049613667605	-0.03342807501166495;0.672310372185075	#	-0.6263059048137248;0.8080884514867801	-7.2658982576883;-3.6465415023295993	#	-6.5961997248654;-3.8686537984146003	-0.5284364981316702;0.9513806170776701	-7.7735360961622;-2.7016916585778	-0.13317660072665005;0.61257470245065	#	-0.05769405001136002;0.8537725187779601	-8.9140730149966;-5.519995565283399	#	-8.3661146379534;-5.685332568046601	-0.4235912649367051;0.9421042425907051	#	#	#	#	-9.1283121328912;-5.5155039274288	#	-7.8260177059846;-4.1172720583953994	#	#	#	-8.7452390832908;-4.4445917832692	#	#	-0.35088273042047;0.71361870279847	#	-0.168580095422202;0.66819361640549	-9.8689994366125;-6.090554460292824	#	#	-0.2635482002859625;0.8009129730568201	-10.3819854929235;-8.747819955556443	#	-10.951574650198;-9.621554187602	#	-11.19080559212745;-8.848847254472549	-0.49016555626656655;0.7761965309985666	#	#	-11.3573635475425;-9.5066393322425	#	#	#	#	#	-11.497896766172317;-9.7863943607274	#	park	0.057686950493471195	0.5652173913043478	1	28.270913321583354	49939	49454	0.4375	28.270913321583354	13	23
-5.561675245566175;-2.362737426433825	#	-5.60221928068968;-1.43546366285032	0.03851106795307502;0.9051865874369249	#	#	-6.094670222450199;-3.1866011937158407	0.13797877644099998;0.837875161997	#	#	#	#	-7.0365202579145;-2.5817182999855	#	#	#	#	-0.17000528573736;0.84571034604828	-8.4388739953677;-4.4502945862923005	#	#	#	#	-0.11249739307436007;0.77727442716096	#	-0.01923683732264503;0.7954646861623251	#	-0.004347072480839986;0.71936156898905	-8.032900470078399;-5.8613602062416	#	#	#	#	#	-8.233667236727;-5.086498860053	#	#	#	#	0.18196743542074995;0.73284646830725	-8.633184277156;-6.119052832924	-0.17751386942587005;0.93474041618987	-9.5621859153308;-5.4474971568692	#	-9.60555007212125;-4.7563250677038	-0.351448063676375;0.701119445562155	#	#	-9.169589296275001;-7.556728490265001	#	#	#	-8.82308370836625;-7.170357372153751	#	-10.2055503801286;-7.1429682119314	0.11143454695298499;0.6734839539310149	#	#	#	#	#	-0.12972993174630337;0.8705972773783033	#	-0.16867216450267758;1.0975401873746775	#	#	#	#	#	#	#	#	#	0.11774232211900043;0.6242833516909996	#	#	-11.32263556915405;-9.42869687684595	-0.013296265418824005;0.437594818196824	-10.342273767236101;-8.7397560847077	-0.28988107414767494;0.782210148833675	metro_station	0.07775999999999998	0.6	1	25.2	49706	49455	0.375	25.2	3	5
#	#	#	-0.30568933215896;0.5091710400456929	-6.605545663165549;-4.14677230122565	#	-6.672045920211101;-3.7609028244889005	-0.1280851395152;0.8517698002631999	-6.996438034864999;-3.310722995375	#	#	#	#	#	-6.8480786179684;-3.405631096291599	0.165456713753135;0.6310771246608651	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-8.7486792730614;-3.7678524840185994	-0.29390353701448;0.567177687782915	-9.252939017066808;-3.7275278072008	0.15966717783930495;0.739595506772695	#	#	#	-0.10379027495274007;0.7335458550347401	#	0.05644247726706997;0.77830174466293	#	#	-9.538745846524558;-4.6170110697942	-0.3111872938080849;0.960256090320085	#	#	-7.8915422650784;-5.1819361109816	#	#	-0.12798463967796003;0.78061135008196	#	#	#	-0.08064591068690494;0.5230367856969049	#	#	-9.496101612019501;-6.4582860986605	#	#	-0.29670094990601836;0.9077746692440184	-10.9485156345685;-7.6530172437932995	#	#	0.16824543894559002;0.49477419132239775	-8.4829203096515;-7.1053991162485	-0.8638789842901995;1.0539092759154616	#	#	#	-0.3146330213373914;0.7627758560073465	#	0.03047314779837096;0.6683396294816291	#	#	#	#	-10.7402497533093;-9.3466880254907	#	beach	1.0	1.0	1	33.944	49927	49456	0.3375	33.944	7	7
-5.561675245566175;-2.362737426433825	#	#	0.03851106795307502;0.9051865874369249	#	#	#	#	#	#	-6.90846871617875;-2.4310786095012498	0.13293582144282998;0.58727604462517	#	#	#	#	#	-0.17000528573736;0.84571034604828	#	-0.2243257096778501;0.87633668029985	#	#	#	-0.11249739307436007;0.77727442716096	#	-0.01923683732264503;0.7954646861623251	#	#	-8.032900470078399;-5.5902452527971	#	#	#	-8.4269241864518;-5.8692023218082	0.00924373082964497;0.7911637685823549	-7.792854674474199;-4.5058121477258	#	#	-0.011317570675619892;1.0091376754074501	#	0.18196743542074995;0.73284646830725	#	-0.17751386942587005;0.93474041618987	#	#	#	-0.351448063676375;0.701119445562155	#	#	-12.1636807573438;-5.034289684895801	0.2688196550221456;0.8372021983288	-10.5311205655672;-5.716257795012801	#	#	#	-10.2055503801286;-7.1429682119314	#	#	-0.30364923489947;0.76722814564256	#	#	#	#	#	#	#	#	#	0.043023067188459996;0.7909337346455401	#	#	#	#	#	#	-11.802777430730451;-10.275949387241493	#	-11.32263556915405;-9.42869687684595	-0.20712124475032007;0.7466868167443201	-10.342273767236101;-8.7397560847077	#	metro_station	1.0	1.0	1	20.0	49565	49458	0.325	20.0	1	1
-2.8862066503146253;1.5378562910386253	#	-3.59455603992917;-0.9252282222508299	#	#	#	-3.2159402557116;-1.2338853820284001	-0.04076031260964996;0.6522760053580614	#	#	#	#	-3.654970345669107;-2.1868456885007497	-1.083940129999705;0.35507125917516347	-4.2916454862152005;-2.5856117858842804	#	#	#	#	#	#	-0.32463050946686;0.91529200557886	#	-0.029845482802680012;0.5979751360446801	#	#	#	#	-4.3433692870137;-2.58327411430405	#	#	#	-5.837095051593;-3.8178409479269995	-0.13680318994635499;0.645116847806355	#	-0.3335794540268502;1.0662475468468502	-5.6057798604604;-1.8323411486303995	#	-7.533869476284;-3.185747753793	#	#	#	#	#	#	#	-7.2981357505240005;-3.032781067896	-0.11744818151967004;0.56201559446767	-6.5170894752326;-2.4526802440874005	#	#	-0.53716026952557;0.9702830771215701	#	#	-9.237605723864558;-4.9521763470792	#	#	#	-9.054737000915301;-7.0111156555647005	#	#	#	-9.6506862632802;-6.7379285397798006	-0.46255481119034;0.89815099978234	-9.86173985247775;-6.268934753922249	-0.136703487122931;0.524861275931848	-9.2082692514735;-7.2607392883865	-0.5513642545975854;0.8135727135115856	#	#	#	0.045699394696226525;1.086683689928802	#	#	-9.6636275108108;-7.003702503009199	-0.021534887415967013;0.9558257284610161	#	#	#	-0.0057993604490449435;1.165254129269045	train	0.028462802079628785	0.7777777777777778	1	16.23488	49459	49459	0.3875	16.23488	0	0
#	-0.03976022594192796;0.1932995854670702	#	#	-4.8245601516711005;-0.30948971944890014	#	-3.2159402557116;-1.2338853820284001	#	-4.9030059098305;-1.5858623742894997	#	#	#	#	-1.083940129999705;0.35507125917516347	#	#	#	-0.25127902287992004;0.7948170318119201	-5.02773334850355;-0.4202364449164504	0.011556430783325022;0.728654654556675	#	#	#	#	#	-0.41328141572229;0.9556672999962901	#	-0.01459807826491999;0.51095237449092	-6.00113584706535;-2.5789928226463	#	-5.9183640208825;-2.5503138018775	-0.040452325858960025;0.57943033345296	#	-0.13680318994635499;0.645116847806355	#	#	-6.2788896966496;-3.1045963021995995	#	#	-0.29795812371158004;0.7156592967995801	#	#	#	-0.165078398054245;0.6464218310562451	#	-0.15091940224150502;1.050855851249505	-7.2981357505240005;-6.169617573492291	#	#	#	#	#	-8.1013015364175;-3.4736677950225	-0.23455950491440003;0.68627083013852	#	-0.32716738910691495;0.8881551975665849	#	#	#	#	-9.5553964572346;-4.961728652827163	#	#	#	#	#	#	#	-10.77875534603416;-6.875448742572351	#	#	-0.3241842443311705;0.9742566119357734	#	-0.5745859921138875;0.8324724233638875	-9.6636275108108;-7.003702503009199	#	#	-0.438679467898352;1.0270332062720962	#	#	train	0.028462802079628785	0.7777777777777778	1	11.569280000000001	49459	49459	0.35	11.569280000000001	0	0
#	0.3699421332389601;0.80126496855104	#	#	-6.530821719138551;-3.05299719702145	-0.19635289126330002;0.8825454047213	-5.9584830527425;-4.4100026826775	-0.34236866234939994;0.9174448316513999	#	-0.07488212169937497;0.668769267361375	#	0.032255254605859984;0.60438738750214	#	#	#	#	#	#	-6.5703193158873;-3.6820376748326997	#	-6.9633760250702;-3.4443222177898	#	-7.0514376780989005;-3.8358579045010996	-0.10738943421388003;0.70508430782388	-7.674225900718801;-3.9395504075212	#	#	#	#	#	-7.9251188376018;-5.5001226799182	-0.05087559719228005;0.50375625587628	-9.104458749151501;-4.729408191208499	-0.15505564392246002;0.5769546041864599	-8.6890773013084;-5.6118459996715995	#	#	#	#	#	#	-0.59179137358433;1.00504882398833	#	#	-8.44111540473725;-6.1802275832827505	-0.18930322770238;0.57704620930638	#	-0.5144350565890952;0.8644767240910951	#	#	#	-0.23192480852351005;0.5734216369455101	#	-0.21988860373456;0.5372731435625601	-9.6078085844758;-6.936194352644199	#	-10.724525236240801;-6.7605237279592005	-0.27613689880473996;0.6005113403167399	-8.248218961931599;-7.816841995038665	-0.466331779872862;0.816954223564862	#	-0.28876951321130334;0.7115576959133034	#	#	#	-0.41263293717529004;0.93176719340129	-11.2014521666365;-9.3489236651635	-0.116871409895967;0.668434790933967	#	#	-11.8448096700488;-9.0308188557512	#	-11.3327244448;-9.6274314966	#	#	-0.10364541621418005;0.6157499181641801	-11.255401846554001;-9.826014154246	#	-11.9006214739591;-9.623337674840899	-0.28517773844323;0.93535688464323	beach	0.03125	0.5	1	9.0	49574	49461	0.475	9.0	1	2
#	#	#	#	-5.8121320237367495;-3.06648108522325	-0.25138142121872;0.84411531008872	#	#	#	-0.009533587389499998;0.6130582732195	#	#	#	#	-6.5025359823068;-3.9340686230976	#	#	#	#	0.007074647886450014;1.1986726715232088	#	#	-7.800344966723101;-3.1410354988569	#	-6.9516876100665;-3.83142588666605	#	#	#	#	#	-7.05476310354125;-4.3988142191172	-0.6263059048137248;0.8080884514867801	#	#	#	-0.5284364981316702;0.9513806170776701	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.37201230090605397;-0.07439267939504002	#	#	#	-0.8909987236866654;0.6278105923226001	#	#	#	#	-9.7874702050039;-8.0752469156561	#	#	#	#	-0.2635482002859625;0.5868929315719625	-10.3819854929235;-8.747819955556443	-0.15133246113217902;1.5402084137419156	-10.951574650198;-9.621554187602	#	#	#	-11.662759446902001;-7.6143735199812	-0.17285921032386897;0.23452503607041653	-11.3573635475425;-9.779967570457499	-0.7848326124779577;0.8350416257622582	-11.506456630031801;-8.950949928027939	#	#	-0.24829172713308;0.747853209902112	-11.4543357116477;-9.7863943607274	-0.09630014693995997;0.6953979869539599	park	0.0056924572052966015	0.5634920634920635	1	33.17672505851904	49462	49462	0.3125	33.17672505851904	0	0
#	0.12055666530922399;0.5806343563087759	#	#	-7.4714936185187;-3.9326546311013004	#	-9.111183804663895;-5.192469896954901	#	#	#	-7.73968908562035;-4.695063813079649	#	#	#	-8.5065211600724;-4.107838215707599	#	-8.823062200232501;-3.8397097354675	#	#	#	#	#	#	#	#	#	#	#	-8.55532810003595;-4.295149881406612	-0.25438443592991994;1.16600662794092	#	#	#	0.03709949249812;0.56947058203188	#	#	-9.6229501408708;-4.6205830243492	0.12622350754505995;1.10635379172094	-9.540194296221;-5.552057471739	#	#	-0.35852895181876;0.86644435042876	#	#	#	#	#	0.3610306644261829;0.8131033258040151	-8.6188626147484;-5.9092564606516	#	-9.0248853664818;-7.0078482598982	-0.14142365057387007;0.74652243032787	#	#	-10.6037623663354;-8.4534387163246	#	#	#	#	#	-11.6908420650219;-7.174260255035399	-0.16620404741485995;0.6503895926868599	#	-0.25111565549628756;0.7883123945522875	#	#	-10.6857558372225;-9.0232302589775	-0.33131979672887746;0.8840350378888775	#	#	-11.399210084221199;-9.4652432085852	-0.12720649726225103;0.5170985106182511	#	#	#	#	#	#	-11.513114993301699;-10.4654028482983	#	residential_area	0.00019869482337892967	0.18181818181818182	1	20.1691136	49769	49464	0.325	20.1691136	2	11
