A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-5.1146241845214995;-1.0308737771185004	#	#	#	-5.22811916064375;-3.70275752813625	0.20616089050487996;0.6355463131075401	#	#	#	-0.14186501865899998;0.688257462153	-6.87302640572905;-5.31186329988804	#	-7.9815405219175;-3.7675386698224997	-0.19340141873617994;0.83409992627218	-6.5405755028884;-4.6918536856915996	0.13414703298825498;0.38424353630501096	-7.0311855131138;-4.5062869309662	-0.03441801084380003;0.6436072097898	-6.164645806251102;-3.9411826163216506	#	#	-0.30391750972372994;0.87964489100173	#	#	-8.19414937964625;-3.19235184411375	-0.14274035795891005;0.7082277626229101	#	#	#	#	-8.059159389122751;-4.35430414821725	#	-7.978616263657201;-4.4785758173028	#	#	-0.18922803790911005;0.6506681626151101	#	#	#	-0.31325718304364014;0.8343212317551502	#	-0.20464706519903003;0.73595743474103	#	-1.3589635599947851;0.720131661019475	#	-0.458664230339795;0.7779450884697949	-9.8193375721876;-5.160257841932401	-0.30184413084675;0.6973673044287501	#	#	#	#	#	#	#	-0.11696926993657991;0.7989630969905799	-8.46886005102315;-6.79654691471685	#	-9.6501504076139;-7.937927118266099	#	#	#	#	0.1006206473776875;0.5730879428543125	#	#	#	#	#	#	-10.7242323816643;-7.4880450825674965	#	-11.137349097064998;-10.028908680735	#	#	-0.22355854312026202;0.423897257820262	#	-0.17945269274823206;0.999800910554232	#	#	park	0.20346349914002398	0.7272727272727273	1	29.109119999999997	349915	349459	0.4	29.109119999999997	8	11
#	#	-7.229089780314211;-4.229546675249569	#	#	0.34127851607858;0.7983011449218	#	#	#	#	-8.99247875789025;-5.77160861674405	#	-10.0114887339645;-5.5566867760355	#	#	#	-8.959984297622599;-6.0182597504468	0.12430795925984006;1.4222419530441601	-10.58668316768615;-5.70411182209385	#	#	#	#	#	#	#	#	0.37128093538757;1.24172387276443	#	#	#	#	#	#	#	#	-9.6971713068476;-7.334942390712399	-0.25813553805616;0.67938038593816	#	#	-10.597278613761084;-10.3145501157124	#	#	0.06921523814008496;0.999471598339915	#	#	#	#	-9.8527734196564;-7.7883115879636	#	#	#	-10.08736718519625;-8.43464084898375	#	-11.5072507030928;-7.858216630347201	#	#	#	#	#	-12.1437261119446;-8.2905859908554	#	#	#	#	#	#	#	#	#	#	#	#	-0.5269090978158025;0.6925415289316025	-11.603058168138;-9.940605038262001	-0.38769258519013405;0.547521349501734	#	#	#	#	library	0.03728086519227509	0.8205128205128205	1	17.818272624652383	349460	349460	0.2375	17.818272624652383	0	0
-7.788864443146394;-2.881388893974375	#	#	-0.35257640562802;1.129837689366755	#	#	#	#	#	0.48857500309262514;1.7179605148426251	#	#	#	#	#	#	-8.4511790939942;-5.6605017137258	0.77922196761176;1.6420909363744798	#	#	#	#	#	0.8943962049888;2.0023149441312	#	0.5600437206215799;1.52200768301842	-9.3468674272801;-4.8082300792599	#	#	#	#	#	#	0.37385991226427495;1.455238687879725	#	1.0628434873363477;1.408688032742885	-9.0621354221346;-6.352519900685399	0.4609267419789399;1.6115144668810601	#	#	#	#	-9.6472869165408;-5.5325981580792	#	-8.9063285204514;-6.7629601608586	#	#	#	#	0.3919216732175199;1.40322113220448	-9.52130222771;-6.26801657193	#	#	0.6011997839040399;1.53044374649596	-8.547765178393;-6.267118882927001	#	#	0.6859892583305299;1.7504906915494698	#	#	#	#	-10.968321637491;-7.192524588509	0.09360683335732245;1.5995619901513	#	#	#	#	-10.85477175162725;-7.98255869601275	0.5574933107950151;1.124521111062985	#	#	#	#	-10.37764309972355;-7.9255247331564505	#	#	0.000902618124247967;1.078305987138408	#	0.12170161570148491;1.061843149700515	home	1.0	1.0	1	20.0	349868	349462	0.325	20.0	1	1
-7.788864443146394;-2.881388893974375	#	#	-0.35257640562802;1.129837689366755	#	#	#	#	#	0.48857500309262514;1.7179605148426251	#	#	#	#	#	#	#	0.77922196761176;1.6420909363744798	-8.83201418414185;-5.46235226957815	#	#	#	#	0.8943962049888;2.0023149441312	#	#	-9.3468674272801;-4.8082300792599	#	-8.54003083240515;-5.35058106989485	#	#	#	-8.7445428005872;-5.244502354232799	0.37385991226427495;1.455238687879725	#	1.0628434873363477;1.408688032742885	-9.0621354221346;-6.352519900685399	0.4609267419789399;1.6115144668810601	#	#	#	#	-8.6186147269254;-6.5612703476946	#	-8.9063285204514;-6.7629601608586	#	#	#	#	0.3919216732175199;1.40322113220448	-9.52130222771;-6.26801657193	#	#	0.6011997839040399;1.53044374649596	#	#	#	0.6859892583305299;1.7504906915494698	#	#	#	#	-10.968321637491;-7.192524588509	0.09360683335732245;1.5995619901513	#	#	#	#	#	0.5574933107950151;1.124521111062985	#	#	#	#	-10.37764309972355;-7.9255247331564505	#	#	0.000902618124247967;1.078305987138408	#	0.12170161570148491;1.061843149700515	home	1.0	1.0	1	13.5	349868	349462	0.3125	13.5	2	2
#	#	#	-0.04446253762665997;0.80295352586866	#	0.13327923567488004;0.73082290729712	-5.8475841949263;-2.6886842399937003	-0.13574066772760002;1.0540831877176	#	#	#	0.28672879855515;0.8756883471248501	#	#	#	#	#	#	#	#	-8.313708525881399;-3.5995043689585997	0.3935067614035999;1.1449749523404	#	0.09095773954011988;1.3650642895538803	-7.98491325500655;-3.9167845927734497	#	-8.0532360662268;-4.2597481335532	0.23689426092229005;0.91025577851571	#	#	-8.1220539482327;-4.4845597117073	0.6231254296981599;1.4713859108618401	#	#	#	#	#	#	#	-0.009150276562880144;1.2248187571028801	#	#	#	#	#	0.28430572650939506;1.137740326814605	#	#	#	0.24655930042368002;1.27937576917632	#	0.13683907796924;1.4584332448927602	-10.4043312224845;-5.5122612672955	#	#	#	#	0.22139917595664993;1.3693909176633499	#	#	#	#	#	#	#	#	#	#	-10.630984697929401;-9.0402205440506	#	-10.814424489854801;-8.8798058050252	0.05026653740471898;1.0735744910972809	#	#	#	#	#	#	#	-0.045043787472565044;0.730160635298565	train	3.0517578125e-05	0.125	1	13.3072	349560	349463	0.2875	13.3072	1	8
#	#	#	-0.04446253762665997;0.80295352586866	#	0.13327923567488004;0.73082290729712	-5.8475841949263;-2.6886842399937003	#	#	#	-5.90062537465045;-3.69177958868955	0.28672879855515;0.8756883471248501	#	#	#	0.11620197033834989;1.32336599861765	#	#	#	#	#	0.3935067614035999;1.1449749523404	#	0.09095773954011988;1.3650642895538803	-7.98491325500655;-3.9167845927734497	#	-8.0532360662268;-4.2597481335532	#	#	#	-8.1220539482327;-4.4845597117073	0.6231254296981599;2.003575211089137	#	#	#	#	#	#	-8.264032223651;-5.627806187129	#	#	#	#	#	-8.3477733729327;-5.6347079871873	0.28430572650939506;1.137740326814605	#	#	#	0.24655930042368002;1.27937576917632	#	#	-10.4043312224845;-5.5122612672955	#	-10.7817902162408;-6.481142916219199	#	#	0.22139917595664993;1.3693909176633499	-10.600953855920901;-7.2317402865591	#	-10.8322417211693;-7.343587827750699	#	#	#	#	0.08081773145902599;0.8874578098049739	#	#	#	#	-10.814424489854801;-8.8798058050252	#	#	-0.2781855442817025;0.9412650824657025	#	0.036923621991172495;0.8462433731668275	#	#	-11.204783150422799;-9.9811679747772	#	train	0.03125	0.5	1	15.0	349979	349463	0.325	15.0	2	4
#	#	-4.74608297100362;-2.4151797921446096	-0.286617765256875;1.1578414338828749	#	-0.12410010899603996;0.90500288102004	#	#	#	#	#	#	#	#	#	#	#	#	-7.7453122681048505;-2.20226223391205	#	#	#	#	#	#	0.18596519841510994;0.81494163536689	#	#	#	#	-6.75469886118195;-3.16001459700815	#	#	#	#	#	-7.6428534551056;-3.8910781177144	#	-4.792484747614999;-4.447815631039099	0.2722535629453898;1.5282577579266103	#	0.10905564775544002;0.8965384849145599	-9.2435230254384;-5.0041467288416	0.3923340989313;1.15414040753269	#	#	-7.652069318060001;-4.637783019016	#	#	#	#	-0.009503876027760039;1.31209029089576	-7.80545071597475;-6.0866153263137495	#	#	0.17542096756230008;1.4244196497356998	#	0.16568019156355995;1.25105420190444	#	0.05335978445581602;1.354720238646184	#	#	-11.7567329727419;-7.474287605282799	#	-10.9073686136335;-7.470772432406499	#	#	#	-10.38451543226765;-8.572811812572349	0.32833998755062405;1.235584467979376	#	#	-11.2141557578475;-8.670095027114126	-0.1693816804618875;1.2376767350158875	#	#	-11.23741019967715;-8.97297767406825	0.379328656156952;0.817116551598096	-10.998093678830578;-10.3785695604156	-0.06793685371695996;0.72376128017696	residential_area	0.050273830392778995	0.6764705882352942	1	8.0	349464	349464	0.35	8.0	0	0
#	-0.05830847704575998;1.2944897146663639	#	#	#	#	#	#	#	#	-5.6346831929090495;-3.6646315459709498	0.5856427817536299;1.28450961463895	-7.61533355224825;-2.1906068093217503	#	#	#	-6.8745356966648;-3.6851901192152	0.1132433883617201;1.29494448718028	#	#	#	0.17700148720085995;1.23503827240198	#	#	#	#	-6.473220087831599;-1.5958784601083997	#	#	-0.6673824242740446;1.1363281365323048	-5.652371759071849;-4.127619690358049	#	-8.4653164993003;-4.952482320364428	0.24734469110262503;1.52116440491848	#	#	#	#	#	#	-11.06456609848701;-5.2622383803579	#	#	0.3923340989313;1.5798954098247	#	#	-8.903137701644;-4.3710272544999995	0.44408134340469996;1.6431350657352999	-9.2768402655424;-3.604259520836	#	#	#	-7.73934166252625;-6.02050627286525	-0.023965592349539988;0.95863569581938	-9.0203440917552;-5.5016326644648	#	#	#	#	#	#	0.24875573474479606;1.391986830887204	#	0.53963296788344;1.44677017519856	#	0.09424273351880397;1.400231431793196	-9.9294113219005;-6.9368652810595	#	#	#	-10.924775159201;-7.9857622802078	#	#	-0.46531391092681973;1.2376767350158875	#	#	#	-0.11934954514209606;0.847561704527048	#	0.022984846353249988;0.8476704024927499	residential_area	5.949901826619859e-05	0.14285714285714285	1	16.616	349555	349464	0.35	16.616	1	7
-4.2619359119667255;0.4343770565467253	#	#	#	#	0.78320711983166;1.23136487354834	#	#	#	0.27975769419837504;1.057997519959625	#	0.06864554966765996;0.9773259960323402	-6.4904096317810005;-3.3600082559390003	-0.004466463096479967;0.8327568550584801	#	#	-5.830208649813001;-3.8368676639070003	#	-6.92940092530095;-2.5969784637190503	-0.04070775227844997;0.65971376861645	-5.7030648219949995;-4.043133780825	#	-6.2911954919174;-4.0599768735026	#	#	-0.41793971574429;0.95100899997429	#	#	-7.34903093937065;-4.83818750930935	#	#	-0.029960048898640068;0.6551734166566401	#	0.09189552204901502;0.574356821938985	-8.725419968177201;-5.088692066242801	#	#	-0.23889962122724995;1.3591388855812498	-8.980407563866;-5.330248436373999	-0.3680786590646401;1.1303123103866402	#	#	#	#	-9.3665113455632;-4.7155421128568005	#	#	#	-8.086294924736;-6.1508619575240004	#	-9.0592569973854;-6.2614313334146	#	-8.38611338904475;-6.60116894593525	#	-9.212896004969599;-6.4761204504103995	#	#	0.029919516389140033;0.82307744702286	#	0.0654909140989679;1.077660156247032	-10.0647969196602;-8.0861573980198	#	#	#	-10.44840138165525;-8.417685456384751	#	-10.99425217665;-8.14420832823	#	-11.242332509847149;-8.10499209525285	0.4087540636042255;1.3727013240597745	#	#	#	#	-10.896179142782499;-8.8181127304375	0.5310874494995494;1.2324979005184507	-11.236556075148751;-8.55645415207125	0.6610586134024;1.0946077322636	#	#	beach	0.014987862139917691	0.6833333333333333	1	11.333333333333334	349467	349467	0.4375	11.333333333333334	0	0
-4.2619359119667255;0.4343770565467253	0.96440416636594;1.61138841933406	#	#	-6.24408536403035;-2.0340872583096496	0.78320711983166;1.23136487354834	#	0.53522396603135;1.1826281226706499	#	#	-6.7393411239067;-3.0380319690533	0.06864554966765996;0.9773259960323402	-6.4904096317810005;-3.3600082559390003	#	#	-0.04951139451776504;0.761013024469765	-5.830208649813001;-3.8368676639070003	-0.23445781418524003;0.98598758295524	-6.92940092530095;-2.5969784637190503	-0.04070775227844997;0.65971376861645	-5.7030648219949995;-4.043133780825	#	#	-0.034952042812200046;0.6113338883542001	#	-0.41793971574429;0.95100899997429	#	#	#	-0.8958296747330143;0.865933425893715	-8.71143873636345;-4.06352943413655	-0.029960048898640068;0.6551734166566401	-8.6047489424438;-4.7008576753562	#	-8.725419968177201;-5.088692066242801	-0.3388193449078502;0.7985991499671024	-9.6621815936322;-4.5903371560478	-0.23889962122724995;1.3591388855812498	-8.980407563866;-5.330248436373999	#	#	-0.13932868072824;0.82315034246624	-8.3828951269734;-5.7021130570666	0.07507216545141998;0.94595046010658	-9.3665113455632;-4.7155421128568005	-0.06584878706515501;0.6134154866471551	-6.728812065694335;-4.7816693341336	-0.33702029751379;0.82206496740579	#	#	#	-0.15886968051742;0.62582685609342	#	#	#	#	-10.38580487030805;-6.11211574419195	#	#	#	#	#	#	#	#	#	-10.99425217665;-8.14420832823	#	-11.242332509847149;-8.10499209525285	0.4087540636042255;1.3727013240597745	#	#	#	#	#	0.27030664078739397;1.4932787092306061	-11.236556075148751;-8.55645415207125	0.516193898792816;1.2272144537251841	-10.7441918081266;-9.3166407698734	#	beach	0.014987862139917691	0.6833333333333333	1	6.399232	349467	349467	0.5125	6.399232	0	0
-2.6799002694112;0.5871000565112001	#	-4.97626631834161;-1.5256718223183898	0.2506436762026651;1.001762459755335	#	#	#	0.46757269130725;1.07998202866875	#	0.09834451506874997;1.3781166729872498	#	#	#	#	#	0.399689459955185;1.4548699988816751	#	#	#	#	#	0.35892274830741;0.90373718673659	#	#	#	0.4186997001863749;0.881182374415625	#	#	-5.90533722794455;-2.4457048583679004	#	-5.692086637172499;-2.3240364181674997	0.43750960095267993;1.18789387275132	#	0.13422014489592493;1.1087844016741801	-6.2725589944696;-3.7548242931303997	0.02344380428437487;1.523258448077625	-6.825794728626801;-3.2824513544240004	0.09203799797269996;1.5633386621048602	-7.040851197458;-2.849927754782	#	#	#	#	#	-7.20542175736555;-4.52908091735015	#	#	#	#	0.2536626336757999;1.9896161053355672	#	#	#	#	#	0.15207102619830004;1.4010697083716999	#	#	-8.7599641089071;-5.5012165582129	#	#	0.3272979575048096;1.7767516686853624	#	#	#	0.8296357401113251;1.3097786438886752	#	0.5577479929975495;1.7357072942424505	#	#	#	0.802266540658543;1.522372137701457	#	0.49867034598496396;1.549273962875036	#	#	-10.28476129182405;-8.1942817918236	#	-10.4158889048888;-9.0223271770702	0.46830885025251;1.301241261953405	residential_area	1.0	1.0	1	8.0	349852	349468	0.3625	8.0	3	3
-2.6799002694112;0.5871000565112001	#	-4.97626631834161;-1.5256718223183898	0.2506436762026651;1.001762459755335	#	#	#	0.46757269130725;1.07998202866875	#	0.09834451506874997;1.3781166729872498	#	#	#	#	#	0.399689459955185;1.4548699988816751	#	#	#	#	#	#	-4.5362072588013005;-2.3706127173987	#	#	0.4186997001863749;0.881182374415625	#	#	-5.90533722794455;-2.4457048583679004	#	#	0.43750960095267993;1.18789387275132	#	0.13422014489592493;1.1087844016741801	-6.2725589944696;-3.7548242931303997	0.02344380428437487;1.523258448077625	-6.825794728626801;-3.2824513544240004	0.09203799797269996;1.5633386621048602	-7.040851197458;-2.849927754782	0.4961574625988299;1.13517714074717	#	#	#	#	-7.20542175736555;-4.52908091735015	#	#	#	#	0.2536626336757999;1.9896161053355672	#	#	#	#	#	0.15207102619830004;1.4010697083716999	-7.31063868290075;-5.14282535805925	#	-8.7599641089071;-5.5012165582129	#	#	0.3272979575048096;1.7767516686853624	#	#	#	0.8296357401113251;1.3097786438886752	#	0.5577479929975495;1.7357072942424505	#	#	-10.3873192060556;-7.3974539658644005	0.802266540658543;1.522372137701457	#	0.49867034598496396;1.549273962875036	#	#	-10.28476129182405;-8.1942817918236	#	-10.4158889048888;-9.0223271770702	0.46830885025251;1.301241261953405	residential_area	1.0	1.0	1	8.0	349852	349468	0.3875	8.0	3	3
#	#	-4.31383143564976;-2.6559273062788997	0.26388308471952;0.88018567635248	-4.81867205005975;-0.85273180554025	-0.024684541545999972;0.805237224596	-4.7669149101011;-3.4297324286141	#	-6.005520249609;-2.811233882051	#	-6.627480133607349;-2.38888416595265	#	#	#	#	-0.21885468414768;0.9287646671756851	#	#	#	#	#	#	-4.800444290243844;-1.9153755706364999	#	#	#	#	0.1140809715967;0.6067845210553	-6.28245220282985;-2.6858386408501502	#	-6.9959670365236;-2.1459747211563998	#	#	0.015377819971609974;0.7806612611763901	-7.0869322260128;-3.5054014912976004	-1.0210496844919386;1.255941719066075	#	#	#	#	#	#	#	0.18269780188653995;0.73689308030346	#	#	#	#	#	#	#	#	-8.014623355289249;-6.348472219923236	#	#	-0.35788071700914487;0.9119346098671448	#	-0.18371497732755998;0.81816872452556	-9.6481579350426;-6.6655754310174	0.05541162700508595;0.724166304852914	-10.0858380388188;-7.793666015863501	#	#	0.04840324926295997;0.65316138747304	-9.909680594461;-8.035173586518999	#	#	#	#	#	#	#	-10.5683386055225;-8.9909426284375	0.17455940943929693;0.887469006614703	-10.3566993944201;-6.221294975401066	#	#	#	-11.3055376453304;-9.6740507444696	#	city_center	0.3666478320532007	0.8181818181818182	1	24.4566144	349962	349470	0.35	24.4566144	9	11
-1.6782140768130749;1.248473715159075	#	#	#	#	#	#	#	#	#	#	0.04146635903698004;1.0847661307890202	-4.8521395700155;-2.0829383529245	0.24892667304820004;1.0100387804618	-5.2285555820988;-1.8498570886011996	0.39664657182815505;0.931247784351845	#	#	#	#	-6.9471436966516;-2.0337478147883994	#	-5.7716116537666995;-2.6872800341932996	#	#	#	-6.138935618574401;-2.8873745334256	#	-6.2600704586776;-3.0027600629224	#	-6.5349277315226;-3.0321555037573997	#	#	#	#	#	#	#	-7.151865573759;-3.704493064461	0.1490724669974699;1.4932173072405301	#	#	-7.0662298690386;-4.1360727228614005	0.20601709183107497;1.4925418452989252	-6.828848792914;-4.244976996966001	#	-7.533287450458401;-3.3335536091016	#	#	#	#	#	#	0.5997753965217001;1.3741453653483	#	0.5909007342864201;1.50683310121358	#	-0.27972743895150665;1.73099526908111	#	0.597976121830442;1.302879701183558	#	#	#	0.16896050801290752;1.0949964071470926	#	#	#	#	#	#	-8.7032729277978;-7.2083403077022	#	-9.375955539222499;-6.7753837932175	#	#	#	-9.51699588045715;-7.408649034302849	#	#	0.1636925675921399;1.28526492394186	tram	0.0	0.0	1	8.0	349474	349474	0.325	8.0	0	2
-1.4167622246968001;0.7612379925848001	#	-2.4292525160316902;-0.0203469244683101	#	-3.3249665588458504;-0.9454024121341498	#	#	#	#	#	-4.8840968418768;-2.0185671736032003	#	-4.8521395700155;-2.0829383529245	0.24892667304820004;1.0100387804618	#	#	#	#	-6.047525726328351;-1.9901777067516506	#	#	0.16601804297294998;1.1992868055110502	-5.7716116537666995;-2.6872800341932996	#	#	#	-6.138935618574401;-2.8873745334256	0.2658592066525399;1.3498070154614599	#	#	#	0.15007676649233992;1.34090398043366	#	#	#	#	#	0.39704255959196;1.16410104286004	-7.151865573759;-3.704493064461	#	#	#	-7.0662298690386;-4.1360727228614005	0.20601709183107497;1.4925418452989252	-6.828848792914;-4.244976996966001	#	-7.533287450458401;-3.3335536091016	#	-6.750580595157199;-4.4280610345028	#	#	0.34093700336032995;1.6418812614256701	-7.1852099375485;-4.4086296927115	#	#	0.5909007342864201;1.50683310121358	#	0.41602291039888994;1.73099526908111	#	0.597976121830442;1.302879701183558	#	#	-8.7885634607115;-5.8218657793685	#	#	#	#	0.44305954791674096;1.078783615255259	#	#	#	#	-9.375955539222499;-6.7753837932175	#	#	#	#	#	#	#	tram	0.0	0.0	1	7.0	349474	349474	0.3375	7.0	0	2
#	0.037359840629523966;0.856873227722476	#	-0.35257640562802;1.21800778849061	#	#	-7.1678204900185;-4.3805558239015	#	-8.686267275501;-4.509123564078999	0.48857500309262514;1.5089338857573749	#	#	#	#	#	0.08998710104835506;1.314396329731645	-8.9240494715658;-5.0702568988142005	#	#	0.2964160830435749;1.611137435582725	#	0.25152380575021;1.7967098752132498	#	0.54445601096416;2.0023149441312	-8.00134681804585;-6.20069970525415	0.7102544599474301;1.48722535265257	-9.3468674272801;-4.8082300792599	#	#	#	#	#	#	#	-8.6553873070166;-6.4873379808633995	0.386942277433665;1.408688032742885	-9.0621354221346;-6.352519900685399	0.4609267419789399;1.6115144668810601	#	#	#	#	-8.8667287430766;-5.3131339062234	#	-8.9063285204514;-6.7629601608586	#	#	#	#	#	-9.52130222771;-6.26801657193	#	#	#	-10.463340039219;-6.3092390474672	#	#	#	#	1.0934533685507979;1.834505849409202	#	#	#	0.8436143173886999;1.5995619901513	#	#	#	#	#	0.5574933107950151;1.124521111062985	#	0.6878056887102266;1.6163629059497735	#	#	-10.37764309972355;-7.9255247331564505	#	-10.719512525013249;-9.77064564153072	#	#	#	home	1.0	1.0	1	5.0	349920	349475	0.3375	5.0	1	1
#	0.037359840629523966;0.856873227722476	#	-0.35257640562802;1.21800778849061	#	#	-7.1678204900185;-4.3805558239015	#	-8.686267275501;-4.509123564078999	0.48857500309262514;1.5089338857573749	#	#	-8.8284912685465;-5.3368897339535	#	#	0.08998710104835506;1.314396329731645	-8.9240494715658;-5.0702568988142005	#	#	0.2964160830435749;1.611137435582725	#	0.25152380575021;1.7967098752132498	#	0.54445601096416;2.0023149441312	-8.00134681804585;-6.20069970525415	0.7102544599474301;1.48722535265257	-9.3468674272801;-4.8082300792599	#	#	#	#	#	#	0.37385991226427495;1.455238687879725	-8.6553873070166;-6.4873379808633995	0.386942277433665;1.408688032742885	-9.0621354221346;-6.352519900685399	0.4609267419789399;1.6115144668810601	#	#	#	#	#	#	-8.9063285204514;-6.7629601608586	0.517207053460945;1.544811980359055	#	#	#	#	-9.52130222771;-6.26801657193	#	#	0.40645486580923995;1.67986325899076	-10.463340039219;-6.3092390474672	#	-9.62134888284115;-5.47153480385885	#	#	1.0934533685507979;1.834505849409202	#	0.803235383714398;1.374850931785602	#	0.8436143173886999;1.5995619901513	#	#	#	#	#	0.5574933107950151;1.124521111062985	#	#	#	#	-10.37764309972355;-6.265527238569064	#	-10.719512525013249;-9.77064564153072	#	#	#	home	1.0	1.0	1	9.5	349920	349475	0.3875	9.5	2	2
#	-0.14615166593560802;0.658984293313608	-6.470228401005438;-4.6482891641095705	#	-7.5946106880367505;-5.020418709774299	#	-8.3301741012593;-2.404059783725562	-0.19073657199960004;0.9990872834456	#	-0.17237084195725;0.9690475691592499	#	#	#	-0.09150032023223997;1.27850147311224	-8.9844237266304;-4.608635035108799	#	#	#	#	0.459789524843225;1.110180937102775	#	0.024114838097559987;0.8913450295314	-10.499328898460401;-6.2993879696796	#	#	#	-8.5990867371368;-4.805598804463199	#	-8.949850173577;-4.878212178883	#	-10.102674921383201;-5.7915706410568	#	-8.978785654715901;-4.3345012162840995	0.03626955089920503;1.084375133418795	#	#	#	#	-9.34847088099;-5.668813392181001	-0.25500791318637017;1.26541821758037	-9.976207256466601;-7.552681091136461	#	#	#	-10.08258730756425;-5.67305868332095	-0.21253077950373;1.07632963728373	-9.774318561228;-6.235466900105999	#	#	#	-9.52130222771;-7.315830102735799	-0.07162487126431005;1.1467197513683098	#	#	#	-0.17692328695992;1.383130810073375	-10.6117288825742;-8.3819780341658	#	#	#	#	#	#	-0.37771699475980747;0.9640901243938075	-10.84829963069275;-6.859426710492713	-0.030509946845862973;0.526455821535863	#	#	#	#	-10.8632295049515;-8.8846422136485	#	-10.613595451010001;-9.07883179763	#	-10.733666835373851;-9.36214300322615	#	#	#	#	#	home	0.0003200000000000001	0.2	1	19.545151999999998	349873	349477	0.4	19.545151999999998	2	10
-4.97445028005065;-2.17489032662875	#	#	#	#	0.02894834459414003;0.57669671024786	#	#	-5.914849845887249;-3.27342073425275	#	-6.821142433508101;-2.8810391396319	#	-6.09374409515325;-3.95600826885175	#	#	#	#	#	#	-0.2338864891686251;0.850099197930625	#	#	#	-0.23282623319632006;0.9858843798603201	#	#	#	#	-8.4628778335664;-3.5769122399336006	-0.12169782536960497;0.601814166045605	#	#	#	#	#	#	#	#	#	0.09769016771533995;1.0231669429646602	#	#	-9.174275060543799;-5.9947428380962	#	-9.21252106753165;-5.40131016850835	#	#	#	-10.2344105254744;-6.8731202087724	-0.12631843941860005;0.7343619512086001	#	-0.37780357029104006;0.77859132576704	#	#	-9.299412526185401;-7.1490888761746	#	#	#	#	#	#	-0.09003227576787343;0.5019981133058734	#	-0.06942762172031253;0.4030396737563125	#	#	#	-0.44446757179759644;0.6587006627015964	#	#	#	#	#	-0.173062677086318;0.35223913135871804	-9.88696436060455;-7.2224121981124885	#	-9.74655562106705;-8.56731077491295	#	#	#	forest_path	0.1	1.0	1	13.561704883990133	349482	349482	0.275	13.561704883990133	0	0
#	0.1586491555731841;1.050049681884816	#	#	-5.49884054201595;-4.436384339857476	0.14072804366449998;1.0538081415343887	-8.873060572151;-4.537315535969	#	#	#	#	#	-8.72784506053475;-5.89844381698525	#	#	#	#	#	#	#	#	#	#	#	#	#	-8.903045396818401;-7.0063014304816	#	#	0.23756408836942003;0.70868817580258	#	#	-10.4005319080993;-6.1600982904007004	#	#	#	#	#	#	#	-9.695382256167001;-7.809783672993	#	#	#	#	#	#	0.06963586126531002;0.8290365520746901	#	#	#	-0.34400298052031;0.87434164211231	#	0.04444252613821997;0.8532289380237801	#	-0.14003688846592;1.02569521489592	-10.80601129420835;-8.14269778083165	-0.06601959281555997;0.9358641090375599	-10.6643236982591;-8.5102363342409	#	#	-0.21692556793331694;0.5588383901633169	-11.403016334765;-8.706018442635001	#	-11.227038245807002;-8.519417012113	-0.45105297713346093;0.7589071403854609	-10.6059153221945;-9.323395590405498	#	#	-0.26791627858288103;0.45031893508988097	-11.1751273251084;-8.8887597884916	#	#	#	-11.3796300584539;-8.802827707146099	-0.2556581592072915;0.40978252509269153	-11.29586128988475;-10.04514705911525	#	#	#	home	0.0009765625	0.25	1	21.043200000000002	349832	349483	0.325	21.043200000000002	2	8
