A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-6.725672986856575;-3.3666224214842746	#	#	#	-8.51131778725915;-4.6296668726006995	#	-8.0935642128132;-4.1294544654468	#	#	#	#	#	#	0.3175800223335;1.2689701566005	-9.651172941532401;-6.1053915407368	#	#	0.10972278681495995;1.9475270515821599	#	#	#	0.50419731357082;1.59382619042918	#	0.7840098325413697;1.5838660350008	-9.4674596425501;-5.3326403465098995	#	#	#	#	#	#	#	-9.8056487725903;-6.3750045564359	0.91295659244761;1.67824003365239	#	#	#	#	#	0.6567313687452798;2.06698169293472	#	0.11910931695881999;1.38783166571518	#	#	#	#	#	#	#	#	#	1.16175248599366;1.69865011630634	#	1.1693405772315;1.5995461154685002	#	#	#	0.20001899273286006;1.7071647242481998	#	#	-10.5003620572224;-7.5844722358576	#	#	#	#	#	#	0.2029044563114819;1.474352590988518	#	#	#	-0.11202822728105999;0.708415642414266	-10.50771724756;-8.5513645620975	0.1405992190377785;0.8722695950862216	-11.12178928507735;-8.46974055209815	-0.4189472292448765;0.9877637837874176	#	#	#	#	home	1.0	1.0	1	11.0	299487	299125	0.2875	11.0	1	1
-6.762982013246026;-3.972419234853975	#	#	0.01775368772219499;0.730353559297805	#	#	#	#	-7.848085471771251;-5.69808503206875	0.09771399285449997;0.5819521066615	#	#	#	-0.18505222674292837;1.0627427572062498	-8.663768220660401;-5.5400658398796	#	-9.5984436081274;-4.6815358428926	#	#	#	-8.663370862903;-5.675494988796999	#	#	0.06201066591336002;0.65290066012264	#	-0.014202618592985106;0.7442689671429851	#	#	-8.96198995765005;-5.636818928649951	0.16563120425292505;0.9227949161990749	#	-0.06714790413184007;0.7811125770318401	#	-0.22287107293144492;0.991600475067445	-8.7708274696612;-5.833470318098801	0.13734828339639493;0.757271669497605	#	#	#	-0.20560517185818006;1.24871547496218	#	0.10403191906702003;0.93526380273498	#	#	-8.2111328995431;-6.5316162321769005	#	-9.3219841363316;-5.319112818788399	0.041251197587964916;1.1803522338020351	-8.818496585079;-5.915347134260999	-0.13274423474180008;1.3734464488558	-9.6925230249426;-7.903426286411058	#	-9.809072555095;-5.842529348185	0.26706439494892;0.4378583179529939	#	#	-11.000865264078401;-6.5413635672616	-0.14985028172125991;1.06075919135126	#	-0.15935133382393007;1.01548796509793	#	#	-9.7986961477568;-7.8568576654232	0.5960568201670899;1.12522019110091	#	#	-10.688929400405002;-7.363878243915001	#	#	0.13063984974003007;1.26469545027597	-10.716718108479;-7.638915655340999	0.17590241276211593;1.2371106610358842	-10.577353990339999;-8.18994386286	0.3493704619337045;1.1560839534742955	#	#	#	#	-11.334707102988201;-10.1790705482118	0.06543029153299001;0.6921913141990099	forest_path	1.0	1.0	1	31.0	299989	299126	0.4875	31.0	1	1
-6.762982013246026;-3.972419234853975	#	#	0.01775368772219499;0.730353559297805	#	#	#	#	-7.848085471771251;-5.69808503206875	0.09771399285449997;0.5819521066615	#	#	#	-0.3643424441942499;1.0627427572062498	-8.663768220660401;-5.5400658398796	#	-9.5984436081274;-4.6815358428926	#	#	0.11410431609369998;0.5810519966903	-8.663370862903;-5.675494988796999	#	#	0.06201066591336002;0.65290066012264	-8.9236805006146;-5.4557675426454	-0.014202618592985106;0.7442689671429851	#	#	-8.96198995765005;-5.636818928649951	0.16563120425292505;0.9227949161990749	#	-0.06714790413184007;0.7811125770318401	#	-0.22287107293144492;0.991600475067445	-8.7708274696612;-5.833470318098801	0.13734828339639493;0.757271669497605	#	#	#	-0.20560517185818006;1.24871547496218	#	0.10403191906702003;0.93526380273498	#	#	-8.2111328995431;-6.5316162321769005	#	-9.3219841363316;-5.319112818788399	0.041251197587964916;1.1803522338020351	-8.818496585079;-5.915347134260999	-0.13274423474180008;1.3734464488558	#	-0.09899916853947999;1.38779426924948	#	0.26706439494892;0.98980969918708	#	#	-11.000865264078401;-6.5413635672616	#	#	#	#	#	#	0.5960568201670899;1.12522019110091	#	#	-10.688929400405002;-7.363878243915001	#	#	0.13063984974003007;1.26469545027597	-10.716718108479;-7.638915655340999	0.17590241276211593;1.2371106610358842	-10.577353990339999;-8.18994386286	0.3493704619337045;1.1560839534742955	#	#	#	#	-11.334707102988201;-10.1790705482118	0.06543029153299001;0.6921913141990099	forest_path	0.3276800000000001	0.8	1	20.6	299989	299126	0.4625	20.6	4	5
#	0.4530501261192498;1.048597844026172	-6.57008980149968;-2.40333418366032	0.43680131398919503;1.149401185564805	-7.7758981906702;-3.6269145502497997	#	#	#	#	#	#	0.08205917211233998;0.8561202930896601	-8.862514526186;-4.5281126211739995	#	-8.1522647022332;-5.4748055187068	0.22669947211625502;1.045207068242002	-7.993331188914;-5.335543207705999	#	-9.0530865672077;-5.064507158132301	0.06521562684915;1.0637493330937962	#	#	#	#	-8.3642629195607;-6.0967813701193005	-0.09893269432583507;1.135314321547705	-9.046685475325601;-5.5241609664144	0.10088034107231997;0.56073698723368	#	0.13763750210913006;0.8443236332588699	-9.1424464561728;-5.3702302108871995	#	#	#	#	#	-9.1886000537244;-6.98188971122869	#	#	#	-8.325340003305701;-6.2511815618143	#	-9.111260211386199;-6.0564155270738	-0.22661869416381508;1.099491436333815	#	-0.410604466870795;0.8260048519387949	#	-0.23735002692875;0.7618614083467501	#	#	-9.126890068441;-3.6853043838623174	-0.058544054647790056;0.5816031199557901	#	#	-10.3479188961408;-6.0472715961192	#	-9.25442669106075;-7.08661336621925	#	-9.9339190777309;-6.5647055083691	-0.13780923577530402;0.44057318830930403	#	#	-10.4014647334846;-8.135986504095401	#	#	#	#	#	#	#	#	#	#	-0.44285195049394865;0.7444922900022586	-11.2823716774256;-9.2874279215744	#	-10.9539679778232;-9.810457823976801	#	-11.169228822992;-9.809656405608	-0.15699385556717002;0.60171685608117	beach	0.18593443208187066	0.7142857142857143	1	18.544	299931	299127	0.4375	18.544	5	7
-2.4963592549065248;1.655453659286525	0.056759527957432;0.430572651894568	-3.62202306753791;-0.9300329424507499	#	#	#	#	-0.1945883346229999;0.8552562437109998	-4.61757766048175;-1.6075770448982498	#	#	-0.13841727210863003;0.7534357585826301	#	#	#	#	#	#	#	#	#	-0.39848541618382993;0.9729440322758299	#	#	#	#	-5.5725891783614;-2.9984366526186	#	#	#	#	#	#	-0.33705871086958505;0.734691195982795	#	-0.20409368956075008;0.7957827396347501	#	#	-5.610233757834;-3.8527497334859997	#	#	-0.57906465852133;0.7425732181979332	#	-0.265895092408805;0.7039466448208049	#	#	-5.420697345404;-2.3155906624572764	-0.23775208023397504;0.3939097943518473	-6.9041760686749996;-2.0655936506450003	#	#	#	#	#	#	#	#	-0.42280523871817;0.8504219657201699	-8.7488025929546;-7.252720339283224	#	-9.4029473185214;-5.9663628861986	-0.13994074329687342;0.5779393013931314	-9.5109353700062;-5.5193784896538	#	#	-0.148175406950051;0.485613226036051	#	#	#	-0.09021408751396998;1.0438415130219698	#	#	#	#	#	#	#	#	#	#	train	1.0	1.0	1	15.25	299886	299136	0.2875	15.25	4	4
#	0.037755401228864005;0.785381649103136	-7.65196400136724;-4.266475061872759	0.594019301452375;1.075505701165625	-8.3845114699408;-3.9914699683192	#	-8.1566335874172;-5.4313081361028	0.43805545114555006;1.15544924634045	-9.664689298563866;-5.49981243524575	#	#	0.58834803817725;1.00903343001275	#	#	#	#	#	#	#	#	-8.749038296096;-6.093148630224	#	#	#	#	#	#	0.21447873029478004;1.1759634409045971	-10.0442481247413;-5.0225612646187	0.48549051473615507;0.9397887419038451	-9.448495983932851;-5.60891873426715	#	-9.8629734269759;-2.8856332833808462	#	#	0.04186967128905983;1.4017016149949402	#	#	#	#	#	0.18856305907082005;1.0646149501370659	-9.4190769865918;-5.6161070734682	#	#	#	#	0.15448978173236466;1.216950326519465	#	0.19863799833651996;1.20993745732348	#	0.38405728698430003;1.0035545527297	#	#	#	#	#	#	-10.803338045638801;-7.931221560281201	0.23880177061886593;1.088300955993134	#	#	#	#	#	#	#	-0.11818171505909109;1.115870886245091	#	#	-11.203098286427599;-9.9719773051724	#	-11.047988756485001;-9.598489750515	#	-11.84135467617115;-9.05674568362885	#	-11.16470787136165;-10.12840179443835	-0.007996614744496006;0.49492036313449606	#	#	library	0.03125	0.5	1	18.25	299882	299141	0.35	18.25	2	4
-4.282290353985675;-3.0639436564640894	#	-4.9010361878385815;-2.62593541196268	#	-5.9902701421739;-5.618494019082757	#	#	#	-7.53417812107475;-4.562448565506293	#	#	#	#	-0.16261202926682994;0.76975030231483	#	#	-8.2141161730023;-5.138246397832299	#	#	#	#	#	#	-0.33684094379828;0.84493904462028	-7.914113878671349;-5.446560427808651	#	#	#	#	#	#	#	#	#	-9.6181584078906;-4.652626080249401	#	#	-0.28728712243523014;0.9272221427392301	#	#	#	#	#	-0.13712152964958502;0.911890961639585	-8.9947273513549;-5.5065004268251005	#	#	#	#	#	#	#	#	-0.15403427922934004;0.7566836560188	-9.443331299094968;-7.0342770944008	#	-10.2557960456915;-5.964102641041599	#	#	#	#	#	#	-0.35301242733582006;0.70531431453182	-11.7691588844945;-8.5408412597055	-0.4300007775213669;0.7415479076953669	-11.012041036205;-9.587019111995	-0.4876779602727315;0.8024679410907316	#	#	-11.9572776510956;-7.147938186421638	#	#	-0.7064479227388514;0.49295403574862906	#	#	#	#	#	-0.3011469485988601;0.8204254077508601	park	0.0	0.0	1	14.0	299142	299142	0.2875	14.0	0	1
-6.788836938266625;-2.3647739969133745	#	#	0.139072232805785;0.7361153684502151	-6.83528141633735;-3.8455726166226496	-0.044131794926879964;1.01816806573488	#	0.05998931838640004;0.8998649810535999	-7.038647382048749;-4.27436110243125	-0.14782213822112494;1.114655801347125	-7.66125626399465;-4.736028060965349	#	-7.408052423083751;-5.30105149703625	-0.07682911092550998;0.9316444313975101	-7.2330706794176;-5.2568508058624	#	#	#	#	#	-7.9739246474446;-3.3925149738153992	-0.06537330940837005;0.81760181494237	#	0.041559275316840005;0.65091458184516	-7.5705667505372;-3.3023661868828	#	#	-0.04661925126687999;0.7417064278668799	-7.143830117837799;-4.1579622550622	#	-7.752751345133401;-3.1722030472865996	0.02229960936971992;0.57693146243828	-6.7979648489862;-3.9710091038538	#	#	-0.17625619191106506;0.6836375371970651	-6.560592588197601;-4.198363672062399	-0.22072517355677002;0.69548357034677	-6.654696064885;-4.288852185954999	-0.45607070514599013;0.9321444577279901	#	-0.35358569661429;0.71826594285229	-7.545063727018;-3.8044375829620005	-0.08041521240557001;0.43419468898157	-6.8130052133014;-3.9707462377586005	#	-6.0033991436412;-4.231636429318799	-0.22397622291471;0.61536138271671	#	-0.47760429884224;0.83493329686424	-7.1194554791392;-2.9552498397408	#	#	#	-7.468320704724601;-3.1025120819754	-0.6107264036434848;0.9088886596674849	#	-0.18301459150607;0.46403529927406995	#	-0.219594087715558;0.485309491637558	#	-0.1575733753293305;0.3936273317393305	#	#	#	-0.516834568254102;0.750742697718102	-8.834087467721;-5.699039234459001	-0.2507247970713265;0.47848810369932654	#	-0.46363846844196993;0.6704171320939699	#	-0.29910591788096447;0.5157504156149645	-8.71114859377;-6.494267761110001	#	#	-0.20979575356910304;0.401690280652503	-8.8071543364033;-6.7345421825567	#	-9.617370010321;-7.238118279898999	-0.325216818030745;0.515962449231545	home	0.1	1.0	1	4.4799999999999995	299143	299143	0.6	4.4799999999999995	0	0
-6.788836938266625;-2.3647739969133745	#	#	0.139072232805785;0.7361153684502151	-6.83528141633735;-3.8455726166226496	-0.044131794926879964;1.01816806573488	#	0.05998931838640004;0.8998649810535999	-7.038647382048749;-4.27436110243125	-0.14782213822112494;1.114655801347125	-7.66125626399465;-4.736028060965349	#	-7.408052423083751;-5.30105149703625	-0.07682911092550998;0.9316444313975101	-7.2330706794176;-5.2568508058624	#	#	#	#	#	#	-0.06537330940837005;0.81760181494237	#	0.041559275316840005;0.65091458184516	-7.5705667505372;-3.3023661868828	#	#	-0.04661925126687999;0.7417064278668799	-7.143830117837799;-4.1579622550622	#	#	0.02229960936971992;0.57693146243828	-6.7979648489862;-3.9710091038538	#	#	-0.11491021537717747;0.6836375371970651	-6.560592588197601;-4.198363672062399	-0.22072517355677002;0.69548357034677	-6.654696064885;-4.288852185954999	-0.45607070514599013;0.9321444577279901	#	-0.35358569661429;0.71826594285229	-7.545063727018;-3.8044375829620005	-0.08041521240557001;0.43419468898157	-6.8130052133014;-3.9707462377586005	#	-6.0033991436412;-4.231636429318799	-0.22397622291471;0.61536138271671	#	-0.47760429884224;0.83493329686424	-7.1194554791392;-2.9552498397408	#	#	#	-7.468320704724601;-3.1025120819754	-0.6107264036434848;0.9088886596674849	#	-0.18301459150607;0.46403529927406995	#	-0.219594087715558;0.485309491637558	#	-0.1575733753293305;0.3936273317393305	#	#	#	-0.516834568254102;0.750742697718102	-8.834087467721;-5.699039234459001	-0.2507247970713265;0.47848810369932654	#	-0.46363846844196993;0.6704171320939699	#	-0.29910591788096447;0.5157504156149645	-8.71114859377;-6.494267761110001	#	#	-0.20979575356910304;0.401690280652503	-8.8071543364033;-6.7345421825567	#	-9.617370010321;-7.238118279898999	-0.325216818030745;0.515962449231545	home	0.1	1.0	1	4.4799999999999995	299143	299143	0.575	4.4799999999999995	0	0
-4.8629266027256755;-3.025238919394325	#	-5.803556727498581;-3.5899678055214204	#	-5.97388398231495;-3.9604066274050496	-0.09040516304052004;0.83910721503852	#	-0.25515295829185;1.02215794534785	#	0.12305228343825003;0.64187883394575	-7.31564506094025;-3.43524030181975	-0.13707986261573002;0.9230473248097301	-7.2692669014749995;-3.657265313965	#	#	0.13817507323921507;0.879718690610785	-6.6009426307375;-4.9398251424825	-0.030621467365520016;0.9186138415215199	-7.8527982149977;-6.353919300710952	0.18525465874057495;0.7355858537294251	#	0.07955891008759997;0.8310271010244	-7.4934120408306;-4.4747044982694	#	-8.2058301791972;-3.9376296155428	#	-7.8251471898844;-4.5735861047355995	#	-8.20682093540455;-4.20304357395545	#	-7.45579033329185;-4.96343317122815	#	-8.4733550309848;-3.8963790626751997	-0.205350909622515;0.975847445280515	#	#	#	-0.048067603992160035;0.88944832000216	-8.065097799;-5.361276223079999	#	#	0.14550353795475002;0.69236661931525	-8.5655983111142;-4.8873159361258	-0.22399130529925498;0.9437773170792549	-8.11562782979205;-5.33796564914795	#	#	-0.0537335082399551;0.765619868685955	#	-0.17369488820984008;0.92367260983984	#	#	-9.195505852033499;-5.0967445382265	-0.12045394364462003;0.96366401271262	-9.2102854857;-5.95221934932	-0.08085152375591498;0.8975307772799149	-9.5716260537363;-6.226999781123699	-0.18087249773022995;1.05060955246423	#	#	#	0.05339283847022608;0.7883271145617738	#	0.202887484564155;0.694253471859845	-10.198652983981251;-7.33482283295875	-0.08443193760908502;0.971882450701085	#	0.1863989826326625;0.6538431497933375	-10.1686901570895;-8.8430533621905	#	-10.5225156047914;-8.6758341329086	#	-11.4054554566775;-9.2312069477225	-0.2688619741307765;1.0256317681087765	-11.3094048487132;-8.9819704668868	#	-10.9086523217155;-9.836611552484499	-0.09254394835063201;0.6531605360906321	-11.4655059072574;-10.1739121107426	#	library	0.00012860082304526745	0.16666666666666666	1	23.16	299595	299147	0.6125	23.16	1	6
#	-0.04579789492308001;0.8168477757010799	#	#	-5.796810124400951;-1.34275415747905	#	#	#	-6.14983724009625;-3.8342233839759996	#	#	#	#	-0.043086271165179935;0.9844150738431799	#	#	#	#	#	#	#	0.07095416793512;0.59698190159088	-4.800444290243844;-0.80070678601129	#	#	#	#	#	#	#	#	0.22721363066019995;0.8797216930938001	#	#	#	#	#	#	#	#	-5.789564859360222;-4.093869002941201	#	-7.75469164401;-4.6375031906299995	#	#	#	#	#	-7.8312799376542;-3.2507552485858007	#	#	#	#	#	-8.4059083293102;-6.5162299702098005	#	#	#	#	#	#	#	-10.3241010155085;-7.8968029125915	#	-9.927434011428751;-6.54290746931125	-0.04098503260874309;1.284209381816743	#	#	#	#	-11.282340496379;-8.204538043241001	#	#	#	#	#	-10.990711896117151;-8.88236504996285	#	#	#	city_center	1.0	1.0	1	22.5904	299996	299150	0.2	22.5904	8	8
-1.36573734267275;1.063011247246525	#	#	#	#	-0.10479225722352004;0.82472012085552	#	-0.2742442988914499;0.7930976890814498	-7.117769423095499;-2.5720542077245	-0.25567773633349994;0.7819753646815	#	#	#	-0.29055024940723;1.02236813588123	#	-0.009620388252779999;0.74916842952278	-6.0082549221126;-4.2806927343274	#	-7.2832667169255005;-2.4694639818345	#	-6.6871025892434;-3.3008432652565993	#	-5.872675465822501;-4.2320735405175	-0.05322006900868004;0.57460054983868	#	#	-6.9845179427271;-3.1232891541129	-0.07680782879449999;0.7443647536365	#	-0.07388076028693;0.56550192980093	#	#	-7.2053613299362;-4.3784055848038	#	#	#	-7.5337579020826;-4.3491007886782	#	#	0.15087613395298993;0.8768642755142302	-6.3865725833511995;-5.4577678663546	-0.04654266300008997;0.58781851137809	-8.2691235397712;-3.6556846287688	-0.04006421408403005;1.0287409657200302	#	#	#	#	#	-0.36946673018056003;1.6038894986330001	-8.4246545479524;-4.650843187247601	#	#	#	-7.7429528912564;-4.0524526237158005	#	#	#	#	#	-7.8311751054849;-3.261566499654627	#	-9.2165019950902;-6.3037442715897996	#	#	-0.0020459202703668744;1.80723390456829	#	#	-8.90990129105425;-6.92144609870575	#	#	0.184645369475543;1.2494899508221051	#	0.4056385036345636;1.0674163890352215	#	#	#	0.02273572596812795;0.941859857953872	#	#	bus	0.2373046875	0.75	1	22.14068992	299958	299153	0.4	22.14068992	9	12
#	#	#	-0.3015924260026086;1.00882574689849	#	-0.13662216874903998;0.53013172567334	#	#	#	-0.7735285293031072;0.776446653414625	#	-0.08333432171592003;0.79169129330192	#	#	#	#	-9.3545994525456;-5.6336962788544	-0.005247646227759972;0.71152187272776	#	#	-10.308979307484199;-6.594451350103035	#	#	#	-10.87317674034785;-5.58253858003735	#	#	#	#	#	-9.008094029922;-8.533440464885746	#	#	-0.2590164419940051;0.6892695612380051	#	#	-9.799033458030602;-7.0339176130254	-0.3000992689719101;1.09886807987072	#	#	-9.524477122993002;-5.124747095587	#	-10.192551728154799;-7.324738351045199	0.062328490279970006;1.1311336700840302	-11.40150683985125;-6.556747222448751	#	#	#	-10.507711794510799;-7.023932453529199	#	#	-0.20296945113512005;1.20122435122112	-10.221162281548349;-7.11022809421125	#	#	-0.1975365762059249;1.155545329481925	#	#	-11.363680209508178;-8.4042895568699	#	#	#	-11.025743041639;-9.407544306361	#	#	#	#	#	#	#	-11.5864532252148;-9.651834540385199	-0.08219437702683899;0.41050945252883897	#	-0.299690287666925;0.638348655984925	#	#	-11.54148380750795;-9.14725942289205	-0.35550024495444;0.68501764031244	#	#	office	0.00045182066995894555	0.21428571428571427	1	23.5594628096	299812	299157	0.3375	23.5594628096	3	14
-6.45441259616105;-3.5957873109789498	0.260431710188636;1.309983942781364	#	0.32731274275577504;1.5791773820102248	-8.4125637212193;-4.6296668726006995	#	#	#	#	#	#	0.46725906644345994;1.71248782627654	-7.862990797859251;-5.394789713060749	#	-8.611946407691601;-5.6794911114484	#	-7.4810419193679;-5.5541456329921	0.83337390611704;1.35642193346296	-7.26472390780925;-4.17013643525075	#	#	#	#	0.2236739840090799;1.5347111586609201	#	0.4397837508809199;1.32775048540108	#	0.56089512908709;1.56272567965291	#	0.71226356546142;1.18338765289458	#	#	#	#	#	#	#	#	#	#	-9.5514414487743;-5.3402712796857	0.43351111162787004;1.5928608441121301	#	#	-8.5555954397888;-5.4549492846512	#	#	0.14637497875890482;1.740634114538875	#	0.8770973669492399;1.71626074781076	#	#	#	1.24740980814306;1.7808646755569402	-7.8620354998114;-4.408485395248601	#	-7.67116248903765;-5.379474117062349	0.42948519513113015;1.9114381707888701	#	#	#	#	-10.0161016625341;-7.1975393522472	#	#	0.7589480414283512;2.045731023551649	#	0.8353352463739765;1.9758990142460235	-10.21027000376415;-7.956687452435849	#	#	#	-10.58359870218;-6.913860692664045	0.729632722141038;1.705193223538962	#	0.9366799581837956;1.8539090095162045	#	#	#	0.44203825323353496;1.547116898460465	home	0.1	1.0	1	5.0	299166	299166	0.3875	5.0	0	0
-6.45441259616105;-3.5957873109789498	0.260431710188636;1.309983942781364	#	0.32731274275577504;1.5791773820102248	-8.4125637212193;-4.6296668726006995	#	#	#	#	0.7025693803299999;1.255984367538	-8.21532653982465;-5.290098336795349	0.46725906644345994;1.71248782627654	-7.862990797859251;-5.394789713060749	#	-8.611946407691601;-5.6794911114484	#	-7.4810419193679;-5.5541456329921	#	-7.26472390780925;-4.17013643525075	#	#	#	#	0.2236739840090799;1.5347111586609201	#	0.4397837508809199;1.32775048540108	#	0.56089512908709;1.56272567965291	-8.7219111386376;-5.4646007428824	0.71226356546142;1.18338765289458	#	#	-8.8011405969006;-5.7049509712794	#	#	#	#	#	#	#	-9.5514414487743;-5.3402712796857	0.43351111162787004;1.5928608441121301	#	#	-8.5555954397888;-5.4549492846512	#	#	0.14637497875890482;1.740634114538875	#	0.8770973669492399;1.71626074781076	#	#	#	1.24740980814306;1.7808646755569402	-7.8620354998114;-4.408485395248601	#	-7.67116248903765;-5.379474117062349	0.42948519513113015;1.9114381707888701	#	#	#	#	-10.0161016625341;-7.1975393522472	#	#	0.7589480414283512;2.045731023551649	#	0.8353352463739765;1.9758990142460235	-10.21027000376415;-7.956687452435849	#	#	#	-10.58359870218;-6.913860692664045	0.729632722141038;1.705193223538962	#	0.9366799581837956;1.8539090095162045	#	#	#	0.44203825323353496;1.547116898460465	home	0.1	1.0	1	5.0	299166	299166	0.425	5.0	0	0
-11.093937470112541;-4.88794155525915	-0.17918979602049595;0.8559850087284959	-8.10072490235338;-3.28291371922662	#	#	#	-8.203490079613701;-5.1684685542863	-0.073999487388;0.625896898168	#	#	-10.027054638828263;-6.5327017936588	-0.18368288722647008;0.7754798061584701	-8.0876906039445;-3.6328886460155	#	#	-0.20060833773062503;1.0927816925686251	#	#	-9.4887704561025;-6.0503399310375	#	#	-0.23459696408163;0.76109838890963	#	#	-8.485963503762651;-5.61826625005735	#	#	#	#	#	#	#	-10.5708778097017;-6.7164892138684005	-0.24775537865407504;0.6672574314820751	#	-0.05803703337730015;1.1418146816573	#	#	#	-0.4298466003569901;1.8341444146242272	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.050346281949842475;1.0141795647221574	#	#	-11.797573577775;-9.422537037425	-0.38556940233152903;0.624109998735529	-11.328381946947651;-9.51667832725235	-0.5973888957532634;0.7823787515654634	#	-0.35377612053708996;0.78323271689909	#	#	-11.70682103300215;-9.75343860539785	-0.4198020366538226;0.487367118941657	-11.46917404550015;-10.075521045499851	#	#	#	forest_path	0.15160585946331886	0.6857142857142857	1	22.87106785190796	299989	299167	0.3125	22.87106785190796	24	35
#	#	#	#	#	0.24471393657004004;0.95538283954994	-5.1848770438268;-2.9550653109332004	#	#	#	#	0.48758966883957;1.0490413744389802	-6.116203658109501;-3.353654761123	0.12862477037479003;1.47193416512525	-6.9024810804832;-3.1111263512712	0.41622475546016496;1.223490412512735	#	0.02791995087732002;1.30648179550068	#	0.20143169604907496;1.085296948606925	-6.8915125940702;-3.3724587867897995	0.26126022801559995;1.0127284189524	#	0.3631173239724;0.9170766935436001	-7.6130368402955995;-2.6802354095337497	0.02931134669687996;1.36126144847712	#	0.23567402135856996;1.10611695873543	-6.73406838715515;-3.7761951363073	#	-7.5250619834134;-2.944513685566599	0.34565825985346;1.07890188347332	-7.1881542247894;-3.5534968381906	#	-6.5596071996322;-3.4677083744898	#	-7.177789377373;-4.051309929547	0.19916515947491004;1.41104047420425	-7.074155535161;-4.437929498639	0.19104514836083003;1.3385874240611801	-7.3148968371657;-5.2407383956743	0.21839671278902006;1.04962859645698	-6.9607682316954005;-4.9034238524646	0.321172933976865;0.8258538885661301	#	#	#	0.15827874831259497;1.39915225323732	#	#	#	0.046749748947339964;0.7517462188102499	#	0.08874108785099999;1.12987780685238	#	#	-8.101501348780399;-5.63143388976545	0.26956839576575;0.79138282381425	-8.2380699398136;-5.8078175291264	#	#	-0.19479397814501836;1.0096816410050184	-8.3731884686285;-5.9458903657115005	0.32983066706789493;0.972386188916105	#	#	-8.700945343112;-7.180921957288	-0.17888378518737202;1.167355416235372	-8.81870284396455;-7.625629728555451	#	#	#	#	#	-10.23813606028185;-7.692422249828501	#	#	0.38567934741360804;0.863371709444664	#	#	train	0.013233719653374115	0.42105263157894735	1	16.320495356411904	299978	299170	0.525	16.320495356411904	8	19
#	#	-6.11155135047236;-4.28859576766764	#	#	#	#	0.05743854175770002;1.0022986622582999	#	#	#	#	#	0.18266358827357004;0.7344698661484299	#	#	-8.3087419499044;-5.3851751705756	-0.420596764651;1.032314422421	-9.88159378161485;-5.136559657025151	#	#	-0.16309355748989002;0.94532202414189	#	0.017904552090399983;0.7330700866064199	#	#	#	0.07126623006564003;0.9909795223883601	#	#	#	-0.0028301261063400363;0.43761281603634006	#	-0.20238425132793497;0.779174944999935	#	#	#	#	#	#	#	-0.19694268222908;0.85303443398308	#	#	#	#	#	#	-10.116888073411;-6.568594300189	#	#	-0.25025631498648;1.23653712280248	-11.0295927812505;-7.72187938874375	#	#	#	-10.60728975395835;-7.94397624058165	#	#	#	-10.775873700160199;-8.7972341785198	-0.053512837201787455;0.45685818786178745	#	#	-11.63711210626925;-8.356724842370749	#	#	#	#	#	-11.5226529236222;-8.620724896377801	#	#	#	#	-0.2575831296873915;0.40785755461259154	-10.177375268099938;-7.077918648051239	-0.203566651266044;0.334034256121844	#	-0.29819552673377003;0.25022652082241387	library	0.5549289573066435	0.8888888888888888	1	31.138871936092542	299995	299171	0.3	31.138871936092542	24	27
#	-0.04579789492308001;0.8168477757010799	#	#	-5.796810124400951;-1.34275415747905	#	#	#	-6.14983724009625;-3.8342233839759996	#	#	#	#	-0.043086271165179935;0.9844150738431799	#	#	#	#	#	#	#	0.07095416793512;0.59698190159088	-4.800444290243844;-0.80070678601129	#	#	#	#	#	#	#	-6.712938213522349;-3.5469710076576497	0.22721363066019995;0.8797216930938001	#	#	-7.3666805261616;-3.4502043240783995	#	#	#	-8.187193291182;-3.5906966121179997	#	-8.6193056025588;-4.093869002941201	#	-7.75469164401;-4.6375031906299995	#	#	#	#	#	-7.8312799376542;-3.2507552485858007	#	#	#	#	-0.08685923763814007;0.96284227566014	-8.4059083293102;-6.5162299702098005	#	#	#	#	#	#	#	-10.3241010155085;-7.8968029125915	#	-9.458807259443251;-7.01153422129675	-0.04098503260874309;1.284209381816743	#	#	-10.22266998185435;-8.49934214848565	#	-11.282340496379;-8.204538043241001	#	#	#	#	-0.2517991070045816;0.7733392444845817	-10.667757662024961;-8.88236504996285	#	#	#	city_center	0.2373046875	0.75	1	23.73411411968	299996	299173	0.275	23.73411411968	12	16
