A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	1	#	#	1	1	0.2373046875	0.75	1	165.76664531889583	4995	4227	0.5	165.76664531889583	72	96
#	1	1	#	#	#	0	0.03209454590054096	0.5026737967914439	1	156.04456676042258	4986	4246	0.3333333333333333	2570.9341396047175	94	187
0	1	#	#	0	0	0	0.02448519270213934	0.47619047619047616	1	163.57526885099156	4944	4305	0.6666666666666666	3532.54458041559	20	42
1	1	1	1	#	0	1	0.0	0.0	1	135.45886802244405	4320	4320	0.8333333333333334	7162.769520852494	0	20
1	0	#	1	#	#	1	0.02932159417985371	0.4936708860759494	1	163.400076394819	4954	4362	0.5	2914.2326714758583	39	79
#	1	0	1	#	#	1	0.24277230786404397	0.7534246575342466	2	140.78992185842486	4983	4407	0.5	281.5798437168497	55	73
#	#	1	1	1	0	1	0.2495343537242618	0.7575757575757576	1	200.21818880907668	4902	4454	0.6666666666666666	200.21818880907668	25	33
1	#	0	#	0	#	0	0.2314600316517187	0.746268656716418	1	162.3561230929535	4940	4477	0.5	157.1951538661919	50	67
#	0	0	#	#	0	0	0.2373046875	0.75	3	166.0037838572726	4940	4477	0.5	498.0113515718178	48	64
1	#	0	#	#	#	1	0.028918989154118183	0.49230769230769234	1	164.3842725042915	4993	4481	0.3333333333333333	2810.0214448174243	64	130
#	0	#	#	#	0	0	0.030038908118441454	0.49606299212598426	1	169.18369243170338	4972	4489	0.3333333333333333	2978.159076350717	63	127
1	#	0	0	0	1	1	0.022132674897119342	0.4666666666666667	1	176.67534977024	4993	4545	0.8333333333333334	175.0941872128	7	15
1	0	#	#	0	#	0	1.0	1.0	26	155.724545801446	4997	4549	0.5	53226.94026392369	57	57
0	1	#	#	#	#	0	0.029842576058803316	0.4954128440366973	1	156.68291695141392	4986	4560	0.3333333333333333	2776.2519310287785	54	109
1	#	#	#	0	1	0	0.03431148168782393	0.5094339622641509	1	156.38395921353853	4997	4597	0.5	2533.5658112826204	27	53
1	#	#	#	#	#	0	0.03204310684834553	0.5025125628140703	1	169.38662996507028	4997	4605	0.16666666666666666	2518.6786037583365	100	199
0	#	1	#	0	0	0	0.0007651622719418543	0.23809523809523808	1	169.95318494754636	4636	4636	0.6666666666666666	117448.99221071885	5	21
0	0	#	#	1	1	0	0.025022128248914022	0.4782608695652174	1	175.87724003958147	4964	4644	0.6666666666666666	3716.7121808324755	11	23
#	#	1	#	1	1	1	0.48045708347045346	0.8636363636363636	1	185.6398042279529	4995	4647	0.5	179.04975528494114	38	44
1	0	#	#	0	#	1	0.0	0.0	1	155.72321207547952	4661	4661	0.5	31494.87830279661	0	45
0	#	0	0	#	#	1	0.0	0.0	2	187.78232546814124	4708	4708	0.5	39718.0793566102	0	35
#	0	#	#	0	0	0	0.2731986815017553	0.7714285714285715	1	159.09934779546435	4972	4716	0.5	159.09934779546435	27	35
#	0	#	#	#	0	1	0.03125	0.5	1	169.18371064452504	4956	4746	0.3333333333333333	2862.7410075886255	31	62
#	#	1	1	#	0	0	0.008023307944637018	0.38095238095238093	1	166.04172481793884	4886	4822	0.5	10943.022941531433	8	21
#	0	0	#	1	0	0	0.014458261438686257	0.42857142857142855	1	161.56799999999998	4873	4873	0.6666666666666666	161.56799999999998	3	7
#	1	0	0	#	0	1	0.0	0.0	1	203.84	4880	4880	0.6666666666666666	203.84	0	7
#	#	#	#	0	0	0	0.2994492622121735	0.7857142857142857	1	154.52347699199998	4972	4940	0.3333333333333333	154.52347699199998	11	14
0	#	0	0	#	0	1	0.0	0.0	1	201.0	4944	4944	0.6666666666666666	201.0	0	3
1	1	1	#	1	#	1	0.1	1.0	1	170.0020897049802	4967	4967	0.6666666666666666	170.0020897049802	0	0
1	0	#	0	#	#	0	1.0	1.0	1	183.0	4997	4997	0.5	167.91666213882823	1	1
