A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-5.5516977492413;0.4682176146361767	0.09686568961707204;0.758227370428928	-6.82425568513716;-2.39707784118284	#	#	#	#	#	-6.2749624317395;-4.6778192479605	-0.12991142751999996;1.115272293698	-7.0062341659396;-3.6631162196203997	#	#	#	#	-0.139342421818625;1.154047608480625	#	-0.03765058490027995;1.14405051391828	#	-0.14296223092485005;0.9577001590528501	#	#	#	#	#	#	-7.0839360912429;-4.1710792857970995	-0.24660921508531997;0.8016354307601901	-6.84761606333025;-3.7938875673097505	#	#	#	#	#	-7.162791962889799;-4.1554977362902	#	#	#	-7.0131404758019995;-4.444509978678	#	#	-0.37448793605786;0.86642846504198	#	#	#	0.06033652223184499;0.7396007959441551	-7.7169617207600005;-4.629597241960401	0.020168678232084958;0.6796482255139151	-8.3265760904342;-3.7460514013658006	#	#	-0.16842103925423008;0.8021246770802302	-7.967529380545249;-4.46374954777475	0.07466792617557994;0.64253923664842	#	-0.26512204351902996;0.8589767704370299	#	#	#	#	-8.9911623876186;-7.2208007103614005	-0.3812817852571904;0.9865125619131905	-9.672890486864599;-7.4074122574754	#	-11.408256719995421;-6.8215432756212495	#	-8.955102573984501;-7.054286431722501	#	#	#	#	#	#	#	#	#	-11.0342983853449;-8.389931154575098	#	#	#	beach	0.04913587471260238	0.5473684210526316	1	84.25978344003111	4975	3367	0.3625	84.25978344003111	52	95
-2.022289514005625;-0.3207268442543749	#	#	0.40270033322299004;1.05752183683301	#	#	-3.6283855827838;-2.0179659979162	0.7020397931025499;1.41943358829745	-5.2404526658365;-1.4318804583634999	0.801722575557375;1.856669894922625	-5.0985927010011;-2.3524601022389	1.1788494940787;1.6836719642812998	-5.0168275916085;-2.4884264803515	#	-6.2673256188944;-2.1873878154256	#	-5.8665500594409;-1.9463127871591	#	-6.2527699637525;-2.8143394386875	0.755480265437275;1.772759141022725	-6.7995131573108;-2.6828841752091996	1.01884708897017;2.39027653742983	-6.2966374098455;-2.6873131741745	0.70977655067784;1.78076466518216	#	#	#	0.96702157562588;1.82104106135412	-6.291571569143501;-4.2557525717965	#	-7.1472239620122;-4.1833397692878	0.52849190690352;1.2462507755804801	-6.484884362210801;-6.308320328942047	0.8115644397898549;1.693304056830145	-7.826218422212;-2.9306231696080003	1.2091905845296198;1.92910161355038	-7.1010387505714005;-3.5576953763686	1.2196942183482298;2.13590296225177	-7.906995362088999;-3.107712064831	#	-7.4144246724053;-3.8317873643746996	#	-7.4386121011876;-4.1967361096724005	#	#	#	#	1.120286698504595;1.739797788375405	#	1.00629918698812;2.23276874363188	-7.5050673866976005;-4.7723074358424	1.2264921214573001;1.8459893872027	-8.9250971443275;-4.2974634029325	#	#	1.2731098245279802;2.02250903383202	#	#	#	#	#	1.162114125011167;2.427834267168833	-8.9470143888054;-5.818496833934601	#	-8.6287745184285;-6.233571119391501	#	#	1.2435681226818194;2.04757209019818	-9.35811152360715;-6.2207711090128495	#	#	#	-9.25007279141;-6.862662663930001	1.2703852897588157;1.9645341080611844	-8.8701860258573;-7.4571008654627	#	-9.295381656765601;-7.2942388875344	0.971095070322112;2.046296885097888	#	#	train	0.1	1.0	1	1.0	3370	3370	0.575	1.0	0	0
-2.022289514005625;-0.3207268442543749	#	#	0.40270033322299004;1.05752183683301	#	#	-3.6283855827838;-2.0179659979162	0.7020397931025499;1.41943358829745	-5.2404526658365;-1.4318804583634999	0.801722575557375;1.856669894922625	#	1.1788494940787;1.6836719642812998	-5.0168275916085;-2.4884264803515	#	-6.2673256188944;-2.1873878154256	#	-5.8665500594409;-1.9463127871591	#	-6.2527699637525;-2.8143394386875	0.755480265437275;1.772759141022725	#	1.01884708897017;2.39027653742983	-6.2966374098455;-2.6873131741745	0.70977655067784;1.78076466518216	#	#	#	0.96702157562588;1.82104106135412	-6.291571569143501;-4.2557525717965	#	-7.1472239620122;-4.1833397692878	#	-6.484884362210801;-4.6002471987892	0.8115644397898549;1.693304056830145	-7.826218422212;-2.9306231696080003	1.2091905845296198;1.92910161355038	-7.1010387505714005;-3.5576953763686	1.2196942183482298;2.13590296225177	-7.906995362088999;-3.107712064831	#	-7.4144246724053;-3.8317873643746996	#	-7.4386121011876;-4.1967361096724005	#	#	#	#	1.120286698504595;1.739797788375405	#	1.00629918698812;2.23276874363188	-7.5050673866976005;-4.7723074358424	1.2264921214573001;1.8459893872027	-8.9250971443275;-4.2974634029325	#	#	#	#	0.9036205796898601;2.19772036125014	#	#	#	1.162114125011167;2.427834267168833	-8.9470143888054;-5.818496833934601	#	-8.6287745184285;-6.233571119391501	#	#	1.2435681226818194;2.04757209019818	-9.35811152360715;-6.2207711090128495	#	#	#	-9.25007279141;-6.862662663930001	1.2703852897588157;1.9645341080611844	-8.871131640763576;-7.4571008654627	#	-9.295381656765601;-7.2942388875344	0.971095070322112;2.046296885097888	#	#	train	0.1	1.0	1	1.0	3370	3370	0.5375	1.0	0	0
-6.645282498045825;-3.78216713437875	#	#	0.19710807134851005;1.5785212479563282	#	#	-6.9034946672677;-4.018061328645101	0.32643932359860006;1.5862528175994	-8.8182425693495;-5.15002788922175	#	#	0.37021727863943;1.54384422421208	#	#	#	0.3992824819425558;1.4518518607618451	#	0.3762343843339999;1.8291455714059999	#	0.49787284987735003;1.7088947034004	#	0.62268939296411;1.73110497459589	#	#	-8.6314810362994;-6.7641432897006	0.06682502260355994;1.2507806686304401	#	#	#	#	#	#	#	0.7359270419974351;1.418027500462565	#	#	#	#	#	0.4635791639466299;1.9840052947133704	-8.7896459474973;-6.4640743615827	0.66684281909454;1.23558042370946	-9.5207234860784;-5.2813471894815995	#	#	#	#	0.6753652876177599;1.6346082654822398	-8.8211003672096;-5.724407619670401	0.49812874333723994;1.79522865871644	#	0.6923536147818699;1.8693984196981301	-10.18894288627325;-5.62741819832675	#	#	#	-10.667434872734251;-6.64149584088575	0.54702440809635;1.48629037858365	#	#	#	0.4091576230145835;1.0420176940934165	#	#	-11.377809395972502;-7.573437790186749	#	-11.4070377379485;-7.880125635265	#	#	#	#	#	#	#	-10.3918994059435;-9.282900913366149	#	-10.6849975236017;-8.914912660848882	-0.07768868299396003;0.6159899071839601	#	#	home	0.5734249721032963	0.8947368421052632	1	57.38657336573952	4621	3382	0.375	57.38657336573952	17	19
-6.073892835365675;-4.236205152034326	0.047852120859411984;0.637326662452588	#	-2.671892015498889e-05;0.519978592770155	#	#	#	#	#	-0.003003500586499952;0.7579421068245	#	#	#	#	#	-0.061264681462689985;1.00793774358469	-8.9014287791779;-6.9745324928020995	#	-10.185579258353549;-5.57808235476645	-0.14202215665297502;1.042023747716975	-10.1702924673338;-6.3856496934662	0.008206821095569972;0.90323451729853	-10.0245127443499;-6.152692200630101	#	#	#	#	0.17022668109353;0.77789439209247	#	#	-10.16744883322295;-6.19314957479705	#	#	-0.10668660955697001;0.8582359902229699	#	0.059078234944304975;0.639006563877695	-11.3135185961724;-5.584015055758799	#	-10.438830942165;-8.072987063234999	#	#	#	-11.0460405799024;-8.053539664657599	#	#	-0.17845929125276505;0.814311570326765	#	#	#	#	#	#	#	0.34210102104605994;0.8755558884599399	-12.2206513483832;-8.0503266938168	-0.35071703337881494;1.0439981617148149	-12.48962637372495;-8.09206220047505	#	#	#	#	#	#	#	#	#	-12.1545271680485;-10.000936697209001	#	#	#	#	#	#	#	#	#	#	#	#	#	office	0.3344500190985326	0.8032786885245902	1	114.21765420328086	4972	3383	0.3	114.21765420328086	49	61
#	0.09686568961707204;0.758227370428928	#	#	#	#	#	#	-6.2749624317395;-4.6778192479605	-0.12991142751999996;1.115272293698	#	#	#	#	-7.2654365637676;-3.695490985732399	#	#	-0.03765058490027995;1.14405051391828	#	-0.14296223092485005;0.9577001590528501	-6.7997736755656;-4.381032366231882	#	#	#	#	#	-7.0839360912429;-4.1710792857970995	#	-7.734825975831121;-3.7938875673097505	#	#	#	#	0.07396875627047;0.7727058112835299	#	#	-7.300478561003;-4.173999113177	#	-7.0131404758019995;-4.444509978678	#	-5.5373625053199;-4.1463035574279	-0.37448793605786;0.86642846504198	#	#	#	0.06033652223184499;0.7396007959441551	#	0.020168678232084958;0.6796482255139151	-8.3265760904342;-3.7460514013658006	#	-7.3396019880142;-4.802039176505799	#	#	0.07466792617557994;0.64253923664842	#	-0.26512204351902996;0.8589767704370299	#	-0.19614848886855996;0.59844380354313	#	-0.02005079193404999;0.43181047688205	-8.9911623876186;-7.2208007103614005	-0.3812817852571904;0.9865125619131905	-9.672890486864599;-7.4074122574754	#	-10.20606981773875;-6.8215432756212495	#	-8.955102573984501;-7.054286431722501	#	#	#	-8.8251912581675;-7.7259760963324995	#	#	#	#	0.13570751928746744;0.7651784368685326	-11.0342983853449;-8.389931154575098	#	#	#	beach	0.1	1.0	1	110.7244661044457	3385	3385	0.375	110.7244661044457	0	0
#	#	#	#	#	-0.2936019085498141;0.81699663779504	-7.5377850697041;-4.986376453248	#	-6.50760968384;-4.05046632418	#	-8.4065050920853;-5.235894743906649	-0.056500516929660016;0.6699293319348201	-8.03029091937075;-5.2395817426947495	#	-8.224293743582;-3.761861771038	#	-6.8443459827679005;-4.9174496963921	#	#	0.10225744440559992;1.1695664286264	#	-0.16094073193363;0.83475462105763	#	-0.28252142237968;0.6830113100282222	#	#	-6.6782529640069015;-4.5812496606414	#	#	#	#	#	#	0.250950993446205;1.5883633734794844	#	-0.23974923751593008;1.29783750652175	#	-0.21144208538460002;1.2834280407510619	-9.254033053188;-6.4150203984720005	0.010496361264749954;0.56137539415125	#	-0.33251260481334005;0.81030375629561	#	#	-10.000848784096199;-5.1289242962551	#	-10.8003106303744;-5.128770101561599	-0.2511256329452801;0.8679911745632801	-9.0311062827982;-6.3860145609418	#	#	-0.03066447984036197;1.14830380190703	-9.43622727694875;-4.47804826831125	0.07952122611264001;1.1808474039993602	-10.267881212166;-5.3837491048854	0.31924580852342505;1.047828373124575	-10.54449196448355;-6.89017807403645	#	#	#	-10.8006475026449;-9.1864942086751	#	#	#	#	#	#	-0.445081739840518;0.6827025085302479	#	#	#	#	#	#	#	#	#	#	-11.8326381915477;-10.1671619802523	-0.14284341977076004;0.31898049166736003	residential_area	0.2935778904262872	0.782608695652174	1	66.31085818609931	4801	3387	0.4	66.31085818609931	18	23
#	#	#	0.17652469427489503;1.274313685621105	-8.050646672335251;-5.91514038682475	0.2415083479574;0.7394614076426	#	#	#	#	-8.17803983812905;-6.2079881911909505	#	#	#	#	0.10801207640125993;1.00476249740874	-8.9267619478575;-7.265644459602499	#	#	0.26499561207562494;1.182214270390375	-9.748950204203;-6.761074330097	0.14774436222742993;1.40645358204657	-9.4536920071301;-6.763104849629899	0.52731954970944;1.04434829464256	#	#	-9.963241698345001;-6.576198901315	0.5048015391329099;1.14531615342909	-9.75094676569495;-6.2900544702050505	0.14768615682537006;1.12358605222263	-9.59626019408185;-7.10390303201815	0.497268382644;1.8765787096087085	#	#	#	0.10396375791738488;1.7066034759136082	-11.1126876783536;-5.971365919706399	#	#	#	#	-0.025907464750020037;1.33031297702402	#	0.19812917091507998;1.30651972774892	-9.5549116771253;-7.1002334709747	#	#	0.1525825149914749;1.251715093794525	-9.904115155646801;-7.710624459473201	0.07037167309039993;1.5528525128102801	#	0.008079220406429943;1.5155225670535701	-11.099932624258;-6.73771232741475	0.14072096604209994;0.7430087195739	#	0.011260318585190054;1.2186257113528098	-10.210611146403151;-8.53829801009685	0.1695553039508001;1.943547428377883	#	0.007661060557493937;1.3270959655005061	#	#	#	-0.13348849068840496;1.2650147039224051	#	#	#	#	#	#	-11.116717911317501;-10.0175027494825	0.20932499814116098;0.7020288276968389	-11.184533386512499;-10.1187252938875	#	#	#	-12.411224900161221;-10.2947714005999	#	#	#	library	0.001903968584518355	0.2857142857142857	1	85.208	4500	3389	0.4625	85.208	2	7
-6.6408320792408;-4.4628318619592005	#	#	#	-7.55301130510885;-3.95315785239115	0.3664388571341;1.1133684466619	#	0.35811367724480003;1.3379686170232001	#	#	#	#	#	#	-8.370109308490001;-3.58893219505	-0.06231024934070495;0.9551565744947049	#	0.13713938570564;0.75704815885636	#	0.105006027696325;0.822104251469675	#	#	-9.0885777000204;-4.8886367712396	-0.3101159118598401;0.9270600135158401	-9.306617423043651;-5.10510749319635	-0.1761475300805901;0.82281504625459	#	0.07968378322449998;0.9008563656555	-8.5871271757486;-6.6870294448914	#	-8.84443752484145;-5.160683779111606	#	#	0.30475097349399494;1.2530369767260052	-10.5862453604398;-7.5789511338402	#	#	#	-10.878934967227;-6.620415985152999	#	-10.1649282896276;-7.3993837009724	-0.12998362465327995;1.35748395664728	#	#	#	0.17083016771672;1.2855202579112799	-10.5016251396132;-7.417445599866799	0.33258189656002496;1.231872188307975	-10.3030242670574;-7.915990274162601	0.46312325728015996;1.02256551118784	#	#	-11.090473335967;-8.181674984233	0.38314565547549995;0.8133511937125	-12.2512150861736;-7.5595998497864	#	-10.8514564483697;-6.2048211414979155	0.06951708645408;0.8209298628439199	#	#	-11.314272389068101;-9.2835634063319	#	#	-0.26235700857914507;0.984956651479145	-12.149569968877751;-8.55676487032225	#	#	-0.03838030969775352;0.7282281244457536	-11.553596343019201;-9.4325774711808	#	#	#	-11.9849176090225;-9.043287273377501	-0.153738742137073;0.9343864324990729	#	-0.1630065901827455;0.7182526944307455	#	-0.031486631283976;0.818269641683976	-12.2903230772456;-9.8430927259544	-0.3836765435798601;0.73789581276986	forest_path	0.0009765625	0.25	1	98.9820672	4700	3394	0.5125	98.9820672	3	12
-6.6408320792408;-4.4628318619592005	#	#	#	-7.55301130510885;-3.95315785239115	0.3664388571341;1.1133684466619	#	0.35811367724480003;1.3379686170232001	#	#	#	#	#	#	#	-0.06231024934070495;0.9551565744947049	-7.5643814520291;-4.8401487712909	0.13713938570564;0.75704815885636	#	0.105006027696325;0.822104251469675	#	#	-9.0885777000204;-4.8886367712396	-0.3101159118598401;0.9270600135158401	-9.306617423043651;-5.10510749319635	-0.1761475300805901;0.82281504625459	#	0.07968378322449998;0.9008563656555	-8.5871271757486;-6.6870294448914	#	-8.84443752484145;-5.160683779111606	#	#	#	-10.5862453604398;-7.5789511338402	#	-10.420764709596801;-6.1131708037032	#	-10.878934967227;-6.620415985152999	#	#	-0.12998362465327995;1.35748395664728	#	#	#	0.17083016771672;1.2855202579112799	-10.5016251396132;-7.417445599866799	0.33258189656002496;1.231872188307975	-10.3030242670574;-7.915990274162601	0.46312325728015996;1.02256551118784	-11.7718153741972;-6.956952603642801	#	-11.090473335967;-8.181674984233	0.38314565547549995;0.8133511937125	#	#	-10.8514564483697;-6.2048211414979155	0.06951708645408;0.8209298628439199	#	#	-11.314272389068101;-9.2835634063319	#	#	-0.26235700857914507;0.984956651479145	-12.149569968877751;-8.55676487032225	#	#	-0.03838030969775352;0.7282281244457536	-11.553596343019201;-9.4325774711808	#	#	#	-11.9849176090225;-9.043287273377501	#	#	-0.1630065901827455;0.7182526944307455	#	#	-12.2903230772456;-9.8430927259544	-0.3836765435798601;0.73789581276986	forest_path	0.004115226337448558	0.3333333333333333	2	107.03551999999999	4700	3394	0.475	214.07103999999998	3	9
-6.29140718757105;-3.4327819023889496	#	#	#	#	#	-7.9137367647207;-5.4981073874193	0.06548696335370008;1.3602952766323	-8.051985855118499;-5.7176996634415	#	#	#	-8.98136960122175;-5.91116825183825	#	-9.540013809934;-5.396326978286	#	#	-0.06009873505882449;1.0086480544644	#	#	#	#	#	#	-8.78612528888585;-6.98547817609415	#	#	#	#	0.7721341604061551;1.226432387573845	#	0.67478722252908;1.09891746311092	-11.1319096533425;-6.0837743941774995	#	#	-0.18342528618259085;1.1638327728646152	#	-0.32339018842986006;1.25334113828786	#	-0.19848394480002007;1.4321179925440202	-10.8597844851956;-6.837174174424401	#	#	#	-10.72162525729295;-7.03960794806705	#	#	#	#	#	#	0.21291368379223996;1.5345078507157601	#	0.39976134418821996;1.20854775607378	-10.9533402506966;-7.239144855223399	#	-12.48962637372495;-8.53829801009685	-0.030787618955020024;1.38622952664941	#	#	#	#	#	0.3623175222835575;0.9103795850364425	#	#	-12.1545271680485;-8.7819752807515	0.043322555859313994;0.716442156570686	#	#	-11.320102697837699;-9.9570758971623	#	#	#	#	-0.38930176653152404;0.905609835349524	#	-0.074311358243288;0.5673413376712879	-12.272501512062899;-9.7912818503371	#	office	0.0029802322387695312	0.3125	1	59.716645535744	4603	3397	0.35	59.716645535744	5	16
#	-0.08117556492036399;0.968376667672364	-2.5895487303342097;-0.44106536488578985	-0.20199926952995995;0.872974153668455	#	0.21974908575250002;0.6347099688235001	#	#	#	#	#	0.029947629046309987;0.68621684030969	-6.68814770025125;-2.77514598044875	-0.12603285741149994;0.8253572768555	#	#	#	#	-6.545480026946249;-4.82626476441375	0.3185847346228;0.8522392267332001	-7.985350667718;-3.337543752442	#	#	#	#	#	#	#	#	-0.18198274699097994;1.5312748399143206	-6.460602956481351;-5.399742525908599	#	#	#	-8.4342839358072;-4.7975560338728	#	#	#	#	#	#	-0.49468559475807006;0.97090746328807	-8.2994455694082;-5.8680385757718	0.07341402468320501;0.686987368644795	#	-0.20590013208583002;0.73461963151583	#	-0.43988055129336007;0.99898391550336	#	#	#	#	#	0.13645098673677997;1.04848672779922	-9.652344842459;-6.0684720924410005	#	#	#	#	#	#	#	#	#	#	#	-10.677335482276499;-8.1252486049805	#	#	#	-10.1487734269381;-8.2581233485819	#	#	-0.13512718119267622;1.255557451449369	#	#	#	0.09335703577890397;1.029823132519096	#	0.14066565614027493;1.047819767893725	tram	0.047581068533201536	0.543859649122807	1	72.73632917691074	4803	3398	0.3125	72.73632917691074	31	57
#	0.07697614136073205;0.810224961391268	-2.5895487303342097;-0.44106536488578985	-0.20199926952995995;0.872974153668455	-3.4395366687357;-1.1209869873243	0.21974908575250002;0.6347099688235001	-5.8148239580363;-1.5118875188024	#	#	#	#	0.029947629046309987;0.68621684030969	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-7.6534122956192;-3.3179975154207995	#	-7.6922002141429;-4.8420536178571	#	-6.460602956481351;-5.399742525908599	#	-7.6686452589472;-4.1686048125927995	#	#	#	#	#	-8.038266843801;-4.726085413299	#	#	#	-9.874415528054843;-5.8680385757718	0.07341402468320501;0.686987368644795	-8.10511995407985;-6.102619312220151	-0.20590013208583002;0.73461963151583	#	-0.43988055129336007;0.99898391550336	-8.031568615445;-5.8000149452602	-0.43274897619728014;1.0088906781032803	#	#	-9.294031770427999;-5.591924777311999	-0.14514814036936002;0.9561780375173601	-9.652344842459;-6.0684720924410005	#	-8.96513048162625;-7.416692392453751	#	#	#	-9.513471210721299;-7.0662065392187	#	-9.7387685497403;-8.066629856619699	#	#	#	#	#	#	#	#	#	#	-0.13512718119267622;1.255557451449369	#	#	-10.35228192750175;-8.386873850578251	#	-10.1037957981474;-8.8122020016326	0.14066565614027493;1.047819767893725	tram	0.02467412076177036	0.47692307692307695	1	52.75062662460446	4900	3398	0.3625	52.75062662460446	31	65
-5.803603867386325;-2.532564281263113	-0.06523938844660798;0.739896570802608	#	#	-6.29891605813825;-2.9431204666217496	#	-7.1196905657369545;-4.986376453248	#	-6.50760968384;-4.05046632418	#	-6.3033740363268995;-4.2736238546331	-0.21836798421448753;0.6699293319348201	#	#	-8.224293743582;-3.761861771038	-0.00886927771371504;0.974107145313715	#	#	-6.2115831005721;-3.8734503435279004	#	-7.4249700806467995;-3.9723135150131994	#	-7.868750384810601;-3.2070277408293997	#	#	#	-6.6782529640069015;-4.5812496606414	#	#	#	-8.47214938765285;-4.63257213798715	0.1600733642882599;0.9267703376477401	#	#	#	-0.23974923751593008;1.29783750652175	#	-0.21144208538460002;0.75363824031977	-9.254033053188;-6.4150203984720005	#	-9.2891237385292;-6.272166005450799	#	#	0.09555007843253;1.00601375011747	-9.0729211668388;-5.9722750117012	#	-10.8003106303744;-5.128770101561599	#	-9.0311062827982;-6.3860145609418	#	-8.3022813106344;-5.4563463793453995	#	#	0.07952122611264001;1.1808474039993602	-10.267881212166;-5.3837491048854	0.31924580852342505;1.047828373124575	-9.5862905192842;-7.356539670875799	#	#	0.22236925149972997;0.8549750278422701	#	#	#	#	#	-0.28523273753953804;0.7518759346195381	-10.957848533246;-8.297807608054	#	#	#	-11.6966765417653;-9.102528759834701	#	#	#	#	#	#	#	#	#	residential_area	0.048282842081079885	0.5454545454545454	1	50.147002969858924	4869	3399	0.4	50.147002969858924	18	33
#	#	-7.22059303346287;-3.9002096504971293	-0.215576976294045;0.805174191098045	-8.1948064812696;-4.2898807020504	#	-8.0063575302024;-5.0332752196776	-0.26926602312670006;0.8855630130407	#	#	#	-0.21662623679602;0.82667353495602	-7.18893869981825;-5.443137932521751	0.07774662889425005;0.55344169602775	#	#	#	#	#	-0.20349890072850002;0.7971032719785001	-8.5100517483824;-6.1197510490976	-0.34662357752186;0.89329893752386	-9.6318163502348;-5.169379113405199	-0.13911613251888;0.67335760951888	-9.71888091953495;-5.117227186845049	#	-9.4005657228156;-4.9571960995416084	-0.02699414181854004;0.53140321423454	#	#	-9.249384689671901;-6.6896665232281	0.026504608354079973;0.45063484893592004	-10.0454441772093;-5.8050105595107	0.044715568712909964;0.47726707895909004	-9.325121943362399;-6.9472613920976	-0.1003060613784251;0.5996074390584251	#	-0.45836210862374005;0.4479481099070614	#	-0.3978840765398801;0.8360849571258802	#	-0.11940694055613998;0.62432685009414	#	-0.4039756696618151;0.9221344608358151	#	-0.5327647650056622;0.605584093403025	#	#	-11.3714770992548;-6.597409113465201	-0.014857975773999998;0.523067268368	-10.1444020058118;-8.1273648992282	#	-11.66355640198175;-6.96981360713825	-0.19541769951192;0.49959976909575604	#	#	#	#	#	#	-11.557674324912222;-8.814564867869699	#	#	-0.32119771299102756;0.0766142235016658	-11.66064513865425;-9.42165065694575	#	#	#	-11.7506077102825;-9.5412130521175	-0.249746963421782;0.430686396899782	#	-0.48263885842188997;0.65436997901429	-11.590929493605;-9.800371897995	#	#	#	#	-0.150763359562324;0.300127724053324	-11.5284858680671;-10.6107744863329	-0.537516434458325;0.6995118997509251	park	0.0009174309075821475	0.391304347826087	1	109.68810660682122	3401	3401	0.525	109.68810660682122	0	0
#	-0.01374878217598402;0.532593475885984	#	#	#	#	#	#	#	-0.18245873454362505;1.010842331623625	#	#	#	#	#	#	#	#	-7.3805410818988495;-5.38625137736115	#	#	#	#	#	#	#	#	#	-8.3829684077382;-5.9399856109218	#	-8.2631064646615;-6.242276333258499	5.504761440000561e-05;0.4894360944396	#	#	#	#	#	-0.49423378556074005;0.9283113463292337	#	#	#	#	#	-0.011972661466019996;0.03575251722123407	-9.9593635268249;-6.4711366022951	#	-11.856510922381396;-6.242019206827201	#	#	#	-10.6945337492514;-6.595393822968601	#	#	0.25839436557965995;0.9639314482883401	-10.8393237065128;-7.1902896337672	#	#	#	#	#	#	0.0025681998665110783;0.9416508859834889	#	-0.1906210599662751;1.1322873673682752	#	#	-10.1243190382035;-8.1767890751165	#	-10.6312120004923;-7.891562624367699	#	-10.723808801197901;-9.0969703616821	#	#	-0.384076359385332;0.966699719473332	#	#	-10.7034028664917;-9.202545789568301	#	-10.434052231189899;-8.2927256738101	#	car	0.1	1.0	1	75.5	3402	3402	0.2625	75.5	0	0
#	#	-3.7985473904567297;-1.9104862511232699	-0.37383921549355;0.97432270370355	#	#	-5.8684837135033;-3.3289759065967	-0.07486854530149994;0.8000019366435001	#	0.07498430528550004;0.6975761658945	-7.1349187264438;-3.0754183630561998	-0.28935399999670014;0.8885650971427002	#	#	-7.7760876822060006;-3.951145991454	0.017782189867215026;0.759325807238785	#	-0.16214859405192006;0.88394746063992	-7.40673462052795;-4.44968436897205	#	#	-0.33417482520953995;1.05604132802354	#	0.4672093242415529;0.7541954602027601	#	#	#	0.008815095163120013;0.7971407742968799	-8.99150732880925;-4.580566167890749	0.09259522899995004;0.5973710369640499	#	#	-9.1770409331004;-4.8692988452796	#	#	#	#	#	#	-0.26090587609288013;0.9730631575728801	-8.9159913548776;-6.1504467662224	#	#	#	#	#	-8.473844500825601;-6.7677026277744	-0.10967734576091506;0.5498022015209151	#	-0.11799537913040004;0.6350999626684001	-9.6910831494214;-5.5919432231386	-0.007087907262050053;0.92215799135605	#	0.07563387355501996;0.54025585485098	#	-0.4117159507614849;1.1078991125494848	-10.1070909583994;-6.8863397329206	-0.21717546255832004;0.9516888562703201	-9.8766586013808;-8.109202302699199	#	#	#	-11.0065334455489;-8.1477156798911	#	#	#	-11.353785841273;-8.598743454467	-0.1799612411979561;0.8671136932419561	-11.460678333980649;-8.76521685101935	#	-11.8230329394158;-8.569356060384202	-0.04088386416166295;0.7550223220436629	-11.17601977381;-9.30019753079	#	-11.135499440584901;-9.3899236542151	#	#	-0.06450392127185606;0.698542527923856	-11.648192188111;-9.268940457688998	#	tram	0.03125	0.5	1	90.579328	4773	3405	0.4875	90.579328	5	10
-3.5582102937113;-0.01895994062869999	#	#	#	#	-0.07999529611768003;0.81632021131568	#	#	#	#	-6.3588898363652;-2.0605953339548	#	-6.001097946891;-2.870696571049	-0.08582010145013996;0.7133476113341399	-6.8483992184908;-2.1947201614092	#	-5.8696883639738;-3.3447897818262	#	-9.83107758513228;-3.90858021413075	#	-8.017766068965958;-5.9843381826194	#	-5.7032381812708;-2.8064084494739365	-0.07462289579996001;0.8117120955139601	#	-0.2095480244528551;0.955908314604855	#	#	#	#	#	#	-7.4325413152081;-2.6536399365318997	-0.04921879588907507;0.865794014247075	#	#	#	#	-7.511295629253;-2.982394489587	-0.08193926986993011;0.8215023440639302	-8.342830383203001;-3.9431003557969992	-0.08720298975871998;1.03291249531782	-8.7989339367874;-4.2478387948526	#	#	-0.05777149546895999;1.3010165077511382	#	#	#	#	#	#	-8.7873426575875;-4.1597089161925	#	-7.3929028298954;-5.242579179884601	#	#	0.11610733940590001;0.7422846530641	#	#	#	#	#	-0.0011249833854950486;0.8682148402914951	-10.73304233482725;-7.03609795805275	#	#	#	-10.8972778728021;-7.6273737787178995	-0.10805481512317544;0.8180905919811754	-10.4996822118346;-8.8288751658454	-0.1859787290124869;0.9131298138424869	#	#	#	-0.3051268632132535;1.0077696220272534	#	#	#	#	grocery_store	0.0008800203728083106	0.3880597014925373	1	99.2643591251396	3408	3408	0.375	99.2643591251396	0	0
