A_0	A_1	A_2	A_3	A_4	A_5	A_6	A_7	A_8	A_9	A_10	A_11	A_12	A_13	A_14	A_15	A_16	A_17	A_18	A_19	A_20	A_21	A_22	A_23	A_24	A_25	A_26	A_27	A_28	A_29	A_30	A_31	A_32	A_33	A_34	A_35	A_36	A_37	A_38	A_39	A_40	A_41	A_42	A_43	A_44	A_45	A_46	A_47	A_48	A_49	A_50	A_51	A_52	A_53	A_54	A_55	A_56	A_57	A_58	A_59	A_60	A_61	A_62	A_63	A_64	A_65	A_66	A_67	A_68	A_69	A_70	A_71	A_72	A_73	A_74	A_75	A_76	A_77	A_78	A_79	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-6.835139651526825;-1.8665766558531751	#	-8.97058282441762;-2.75240977682032	0.27925956035780997;1.16519453583019	-6.7593817477378;-3.5866295521222002	0.2745456683108599;1.38664083494114	#	#	#	#	#	#	-7.588652502459251;-5.12045141766075	#	-8.210674639502;-4.2076577974068	#	-8.401812254647002;-3.7506832875329996	#	#	#	#	#	#	0.004628650678760005;0.6878452064832401	#	0.1294145641731449;1.294870903230855	#	#	#	-0.126853376628425;0.798568937972425	#	#	-7.067198729475;-3.701775223365	#	#	#	#	0.05824676295128006;1.0809914073087201	-6.741275008956;-3.7670712754439997	-0.2416795178798301;1.32281693551783	-6.525602752637;-4.640004169463	#	#	-0.03525297900113006;0.6376984305051301	#	#	#	0.03127964750230999;0.79068033831169	#	-0.09029812306000001;0.44762712108200003	-7.208545432485799;-3.0344526530452	#	#	-0.19473492888176003;1.0786734642997602	#	0.12824894304009504;0.7319316394239049	-7.48725085133215;-4.57618724368785	0.12631864607978;0.66900565125022	#	#	#	#	-8.3543132545411;-5.8191352359389	-0.43817612471501505;0.8546384348785601	#	#	#	-0.372260280533102;0.600023587161102	#	#	#	#	-8.443594548010301;-6.79398187848	#	#	-0.26647515872068805;0.884557376284688	-8.967359327457102;-6.8922160711313	#	#	-0.41118039378607;0.67740454031807	home	0.3276800000000001	0.8	1	30.2	29691	27703	0.3875	30.2	4	5
#	#	-5.55146894864901;-0.79876332205099	0.01330944449810001;1.1688768038099	#	0.06326610342131994;0.95958161085468	#	#	#	#	-6.236463943594;-3.8485225533659992	0.42044128309876;1.16084757272924	-6.661078760931;-3.5306773850889996	0.08138862638910993;1.35625140630689	-6.7455070498208;-3.6855536972192002	0.42721110754416997;1.01354792127983	#	#	#	0.518161372162325;1.235259595935675	-7.049281443503401;-3.6630221195166	#	-6.8094216110123;-3.9875862994877	0.3389210943353599;1.3914438965206402	-7.129761876809099;-4.3287552569109	0.31737084829612494;1.7048188709838752	-7.3287917954138;-4.2127124221462	#	-6.9638610034331;-4.3851569401269	0.61294710790389;1.05041947480611	#	#	-7.498894660655;-4.133471154545	0.589451527572435;1.271551986037565	#	0.3780875615561599;1.33796893358384	-7.84864656593;-4.37478051279	0.5609997812374701;1.13629364368853	-8.78513441093;-4.053446653069999	#	#	#	#	0.29815812342896497;2.169770349243817	#	#	#	0.276226273633435;1.535232682080565	#	0.38967468446151987;1.40097414344848	#	0.65744281860094;1.3595397197790602	-9.09243578823925;-5.05978352788075	#	-9.803759187633599;-5.1121439512464	#	-8.72269499676005;-6.92650681331995	#	-9.1809310246198;-6.8611446326002	0.770087661646662;1.2942467334733379	-8.8966165657791;-7.3866021940009	0.5671690467327826;1.4858368918472176	#	#	#	0.47699799448802604;1.283638072833974	-10.6219691044755;-7.1544157555645	#	-9.8628459690594;-8.272081815180599	0.3847674110500225;1.2353091114519774	#	0.09644806560929209;1.9619121763929301	#	#	-10.5720954323863;-8.3277837070537	0.18146462775050043;1.2785425126774994	#	0.07334311938343996;1.20057082842256	#	0.16886092970761996;0.8945842191103799	train	0.010240000000000003	0.4	1	20.570048000000003	29901	27704	0.55	20.570048000000003	4	10
#	0.40914032294682806;0.8260857304151721	#	0.03193741624518509;1.399358791430815	#	#	-7.9066799610784;-3.6948133545016004	0.41922079606375007;0.85665603703625	-8.0765376436955;-3.5308224283245004	#	#	0.08062529796413997;1.19123473240986	-7.114205014563001;-4.947004062057	#	#	#	#	#	-7.796649423560149;-5.66482249801985	0.16974103344722502;0.820132445706775	-7.9603636801892;-5.4372684976108	#	#	#	#	-0.10502477767244006;1.07893086835444	#	#	-7.8093417321833005;-5.5020802018567	#	-7.4736646908915;-5.452834559488499	#	#	-0.005851925877410014;1.22525621866941	-8.1823867160986;-4.6155958892013995	0.3856178060833749;1.885432449876625	#	#	-7.158014837630001;-5.13014865569	0.44452885427172;1.23779466162828	#	#	-8.2946485119098;-3.8682409081102005	#	#	#	-7.9313373226028;-3.7972243225171995	#	#	#	-8.0564027578182;-3.5668685528418	0.7935615705427599;1.53695828943724	-7.4496007609240005;-4.276366195396	#	-7.7384465489;-4.48038041252	#	#	#	#	#	-8.857111405176699;-5.0560407451833	0.36526269249972365;1.814716403680276	#	#	-8.993829966097751;-5.401024867542249	0.8351494747514019;1.488143823888598	-8.617642613356999;-6.622611919463	0.5374680771354144;1.9024050452445853	#	0.9304371461138146;1.4785640197061853	#	0.8134198651714324;1.6661764932485674	-9.255455105834999;-6.782780330945	#	#	0.5234697910267709;1.638532559313229	#	0.459412121465008;1.465246077222992	#	0.26772320002692995;1.35630813413107	home	1.0	1.0	1	13.0	28926	27711	0.45	13.0	1	1
#	#	#	0.46527517598711005;0.96602103168889	-7.0434800258193;-3.2605831772007	#	-6.5263055056807;-4.1106761283793	#	-8.0765376436955;-3.5308224283245004	#	-7.02673331337325;-4.34029924936675	#	-7.114205014563001;-4.947004062057	-0.15006448741824985;1.27702071398225	-8.5627960839124;-4.1641131395476	#	#	0.26616653169267995;0.92481960316532	#	#	#	#	-8.124655600862301;-5.3028202893377	0.19579221156976;0.87900876737424	#	#	#	-0.013596267486770008;1.08677499297077	#	#	#	#	#	-0.005851925877410014;1.22525621866941	#	0.3856178060833749;1.885432449876625	#	0.29853392816615987;1.49173601324984	#	#	#	#	#	#	#	#	#	#	#	#	-8.0564027578182;-3.5668685528418	0.7935615705427599;1.53695828943724	-7.4496007609240005;-4.276366195396	#	-7.7384465489;-4.48038041252	#	#	0.8184708629070199;1.52813848505298	#	#	#	0.36526269249972365;1.814716403680276	#	0.7181747839777648;1.436325073102235	-8.993829966097751;-5.401024867542249	0.8351494747514019;1.488143823888598	#	#	#	0.9304371461138146;1.4785640197061853	#	0.8134198651714324;1.6661764932485674	#	#	#	#	-9.45473637274095;-7.775205834279049	0.459412121465008;1.465246077222992	#	0.26772320002692995;1.35630813413107	home	1.0	1.0	1	13.0	28926	27711	0.3625	13.0	1	1
-1.9969310607044972;0.13339646072602518	#	-3.49598143294547;-1.4777091805545297	-0.30615403372002;1.00348897350002	#	#	#	-0.29077180102839995;0.9690416929724	#	-0.041418289221875015;1.15022997208225	-4.9981469868569;-2.67830935537805	-0.7301450686802027;0.51378183563646	-7.701428647526528;-2.01087499318575	-0.3581467946089099;1.03088280142091	#	-0.25724753851966004;0.9154260889516601	-5.5034021264393;-2.6462800466407	0.04026263304444;0.95075364360956	-5.80667773162885;-3.81238802709115	-0.1739658851403751;0.743252773174375	-7.730535002857801;-3.2819198125221996	-0.12547574134821;0.83264620209621	#	#	#	#	#	-0.22659431444367004;0.70954242952767	-5.4258004560612365;-2.5095757194187005	-0.23822801098330493;0.8729745347997251	#	#	#	#	-6.8930806206407995;-4.9348425195992	#	#	#	#	#	-6.8811241210454;-4.2428013547525	#	#	#	#	#	-6.9468224106748;-4.1579366566488005	#	#	#	-8.4557136768294;-3.7059166193906004	-0.13425268997578;0.73304348206778	#	#	-9.269079863378;-2.5827693241752905	#	-8.42751137395045;-4.64932243636955	#	-8.2665871577394;-6.8305289150606	#	#	#	#	0.09560706919285489;1.3429207292511451	#	0.09020363726166702;1.400313812380991	-9.696318184070499;-7.932008392353385	#	#	#	-8.629330999917599;-7.398210018662399	#	#	#	#	#	-9.4227046391425;-7.6359700237574994	#	-9.3964513906228;-8.172836214977199	0.12867072755824557;0.9651281733620838	bus	1.0	1.0	3	43.5479010875002	29985	27713	0.425	130.6437032625006	21	21
#	#	#	#	#	#	#	#	#	#	-7.454101798391649;-3.06438923760965	#	#	#	-7.852555766496001;-3.6907130898759997	#	#	-0.8464892608490466;0.9184257321256799	#	-0.019030089480449985;0.68139143141445	-7.670534954089;-3.3606160366684645	#	#	#	-8.140338663639401;-4.5956208263422	#	#	#	-9.010318071565951;-5.9399856109218	#	-8.78439457188215;-4.082764540176799	#	#	#	#	#	#	#	-8.856717929463;-7.031638365717	#	#	#	#	#	#	#	#	#	#	#	-9.9822784637198;-7.150081662097872	-0.2106793521072301;1.12936717835576	#	#	#	0.46434229888217393;0.9677430930875799	#	-0.06325082509531998;1.39820079433911	-9.9253258938894;-6.9672998412964	#	#	#	#	0.45127056888260375;1.1322873673682752	#	-0.060935642068084994;0.8296792392465979	-10.6183294773625;-7.579633338521001	#	-10.259329890776;-8.491814164244	#	-11.653752521475399;-8.502335258275199	-0.0751881908761855;1.2063132589774064	#	#	-9.7955181858097;-8.796404184214401	#	#	#	-10.4958315045604;-8.8643446036996	#	car	0.48894551440329226	0.8666666666666667	1	56.56912297911581	29976	27714	0.275	56.56912297911581	39	45
-4.2409030903015;-0.15715268289850037	#	-4.895529013572361;-3.07257343076764	-0.31579509107502;0.99384791614502	#	0.20798642822615998;1.0711050650138398	#	#	#	0.22769487916937503;1.0059347049306249	-6.2652764790726;-2.541363652029401	0.4772177971054;1.4868627375106	#	#	#	-0.051863595207655044;0.926153422554775	#	#	#	#	#	#	-7.6424396907706;-4.6237321482094	0.018603627684999957;0.941869243637	#	-0.04394456623951504;1.047514544941515	#	#	-8.446488286724549;-4.44271092527545	0.5455834629131551;1.0752276228040998	#	#	-9.1143276387514;-4.041059061887499	#	-7.889281434581;-4.0929962356266	0.18181975895412497;0.6817579735518751	#	-0.10981812005156999;1.23253422566757	#	0.12778393313568992;0.81854814297036	#	#	-9.246744377993199;-5.2567431576668	#	-9.104601047192299;-5.3579869430677	#	#	0.10051356767643504;1.359519976123565	#	#	-10.07656920306;-6.823283547279999	#	-9.455544668431749;-7.40616401152825	#	#	0.5534816188772;1.3861474069928	#	#	-10.728423690923;-5.102755516185	#	#	0.2938528036382261;1.0287870797297738	#	#	-10.388148090395001;-7.263969743825	#	-10.098956483557;-7.462704460671629	0.13596803209560604;0.9586697662983941	-11.212675386107149;-8.07533497151285	#	#	0.08569696450384456;0.7868524142561555	#	-0.0662764063225546;1.3082747517703321	#	-0.24592052303225348;1.0669759622082535	-11.348991594300252;-9.02623659429975	#	#	0.02925504833243492;0.8044594711035651	tram	0.095367431640625	0.625	1	32.848	29915	27716	0.4375	32.848	5	8
#	-0.07077545211947606;0.748737934973476	-7.2562871071011;-5.3031204112389005	#	#	0.03136473388428007;1.1268614651917201	-7.5061040742655;-5.3382315561745	#	#	#	-9.0980598011682;-5.9937359938718	-0.04224084272763007;0.84961218796363	-8.9722747840135;-5.2398731435865	0.22886338159888003;0.9138642782711199	-8.1817312894932;-4.771102719818799	-0.027833186641810004;0.62748442870981	#	-0.18542165106019998;1.0737680444022	#	#	-8.0195677705084;-6.2932394876916	-0.13107333264018;1.6798159442160137	#	#	#	-0.39490314515824326;0.62889425117021	-7.303135573582456;-5.723306444425	#	-9.64065874745395;-4.822553787066051	#	-8.4064818342115;-6.3856517028085	#	#	#	#	0.1964363787422499;1.19631280793775	#	#	-9.996026246897001;-6.410119328567	0.22801917924717996;0.9772146639728201	#	0.18663777883686;0.93037156948714	#	#	#	#	-9.330380358549201;-7.2305134378708	-0.15871018635811496;1.3001385091441149	-9.699326515644199;-5.1188018265758	#	#	#	-11.090473335967;-6.8676693788005	0.22715019289870003;1.0015201617253	-9.548033293518799;-7.8538389026012	-0.9388484520231027;1.09937796585859	-11.742658164098401;-7.7182891437458	#	#	#	-10.2540050117645;-7.390184651495501	#	#	#	#	#	#	0.23879833392747096;1.248477734994529	-10.9095377139357;-7.755215932621269	#	#	#	#	#	#	#	-11.39249333222325;-9.78443217837675	#	#	-0.20135298064446505;0.9037256645824651	forest_path	0.1043582467665522	0.6363636363636364	1	33.029330052561235	29688	27718	0.425	33.029330052561235	14	22
-5.19437792950125;-4.6095409173255515	0.091623771433412;0.6369035395575879	-8.570890204280369;1.4762078397520306	#	#	#	#	#	#	#	#	-0.15617183522486;1.11154574795286	-6.365904793578499;-3.8375036823215	#	#	0.040852428915572656;1.078143454781675	-5.738879409624;-3.0810914284159994	#	-7.50795108678225;-3.03799140419775	#	-7.2389434363502;-3.7198896290698	#	-6.8639302310311;-3.5171023034088993	#	#	0.205897093672205;0.7053783818397951	#	#	#	#	#	#	-7.1796620382028005;-3.9488554723371996	#	#	0.2398535042503499;0.83977936176765	-7.5994516102284;-3.7087216307116	-0.08112215749730012;1.4103804488573002	#	#	#	0.29017157436049;0.96828179524751	#	0.37883540439264995;0.97261605983935	#	#	-7.0314491820136;-4.1009209131155995	#	-7.528700908617799;-5.0126380512422	#	#	#	-8.383687829865499;-4.147877095682077	#	#	#	#	#	#	-0.20866752434577798;1.11008153377127	#	0.10601734463359708;0.963440666740403	-8.459497763610301;-6.787359070489701	#	#	0.09466527292083804;1.306916583731256	-10.0750878540415;-7.7475520444985	#	#	#	#	#	-11.0223662856675;-8.507059187072501	#	#	#	#	#	#	-0.281659121390145;0.559520145872145	cafe/restaurant	1.0	1.0	1	30.75	29161	27719	0.3375	30.75	4	4
-5.19437792950125;-2.9083983754136247	-0.03817501456102401;0.939490078813024	-5.0375804801348005;-2.4333582189852	#	#	#	-4.2356001558707;-0.49592129438729216	0.00982845243890007;1.0246782114950999	#	-0.003270954616500066;1.1727358932005	#	-0.13569759178763002;0.75615543890363	-5.59761171723825;-3.85181094994175	-0.12235382665690986;1.26667576937291	#	#	#	#	#	-0.07673369610887493;1.174019019774875	#	-0.04708613934757;1.2116230804715702	#	#	-6.3469134324994;-4.4795756859006	-0.15637431690542009;0.80558964549142	#	#	-6.33787810602575;-3.9627559424542493	#	#	#	#	0.13124729627012;0.66361838580388	-6.5345753175586;-4.2837432156392	#	-9.410098685889155;-2.8884818165404	#	-7.890381959648;-4.375413910952	#	#	-0.32974732979586;1.11397120499586	#	#	#	#	#	0.004237524364514966;0.9434962735234851	#	#	#	-0.19675724377848003;1.2900361940104799	-9.27231551406075;-5.37188136059925	#	#	#	-8.730015167619399;-4.6644228793599005	#	-9.3979412005516;-5.8630286031884005	0.25852282927161196;1.234543169914388	#	#	-10.1510284289919;-6.7528110849081	#	-10.609546945056852;-7.7497536823169995	#	#	-0.1526260838791696;0.9131466172471696	-10.1151262345755;-8.72056866793885	#	#	#	#	#	#	0.0012704176371725051;0.8105901688128275	-11.132288483698751;-9.77749422094605	-0.23784855930609605;0.9784532513839039	#	-0.124271592379675;0.9396762884544702	cafe/restaurant	0.002200925867886696	0.29411764705882354	1	31.900404011827202	29640	27722	0.4125	31.900404011827202	5	17
#	-0.17705266269049597;0.637254383435456	#	#	#	#	-8.2313875898624;-3.7632820452116	#	#	#	#	#	#	#	-9.200877248248801;-5.86168723016372	#	#	#	#	#	-8.9265350794358;-5.9399982789173995	#	#	#	#	#	#	#	#	#	#	#	-10.513853419391602;-6.5013831842337	-0.081582950957375;1.1661617901373749	#	-0.2750800829401651;0.7736573697417932	#	#	#	#	#	#	#	#	-10.09037010157985;-7.906367878995788	#	-10.9746835636152;-6.5780871984448	#	#	#	-9.291012628611801;-5.7358779711878	#	-11.07813734292375;-6.802441862672	-0.12000273404470002;0.8200072131218601	#	#	#	#	#	0.10116907350208598;0.769923751349914	-11.579442732929799;-8.3511361449902	-0.13455921057295944;0.5391305425109594	#	-0.17048759338850752;0.49531187281523503	#	-0.513227388494102;0.31114332639902276	#	#	#	#	#	#	-10.401432019904998;-9.284034095516576	-0.178718607081781;0.8448639844948135	-10.6131951779566;-9.4494779870434	#	-10.51660875674625;-9.623241449053749	#	-11.248691493465001;-9.549225971735	#	library	0.401877572016461	0.8333333333333334	1	44.8576845521109	29918	27723	0.275	44.8576845521109	60	72
#	#	#	#	#	0.25017186714223993;0.71492805618176	-7.1182547700572005;-4.3929293187428	#	#	#	#	#	-6.547808411920396;-5.0341249238025	#	#	#	#	#	#	0.23920799811817495;1.1897800621898251	#	#	#	#	#	-0.009384144135985095;1.4205824782574403	#	#	#	0.159350882172215;0.680952550401785	#	0.10676899069045998;0.71033894844154	#	-0.081582950957375;1.3156326365677806	#	#	-9.4233301156488;-6.5052826310112	0.045723322683739964;0.7701674457702601	#	#	#	-0.32691002816581;1.00743589035381	#	#	-9.6709394143932;-7.906367878995788	#	#	#	#	#	-9.291012628611801;-5.7358779711878	-0.4795153887109401;1.2717933132274	-11.07813734292375;-6.802441862672	-0.12000273404470002;0.8200072131218601	#	#	-10.04543979575525;-7.2582512352447495	#	#	#	#	-0.13455921057295944;0.5391305425109594	-11.4304606780597;-7.7086035869203	-0.17048759338850752;0.49531187281523503	#	#	#	-0.2500896599773265;0.4791232407933265	#	#	#	#	-10.401432019904998;-9.232017866245	#	#	#	#	-0.218412790754592;0.35387204614219203	#	-0.45466874586057004;0.63391618824357	library	0.3109652044351208	0.7916666666666666	1	38.43642325827044	29894	27723	0.3	38.43642325827044	19	24
-8.3787112581118;-3.4782107692281996	#	#	-0.013877599397480012;0.60242499223548	-9.161144345374389;-4.6746241415737	-0.27836219551356;0.85033140643956	#	#	#	#	#	-0.10207727003778999;1.5971159100257877	#	-0.10742134797648001;0.7298019701784799	#	#	#	0.2537790246327874;0.9608108820442001	#	-0.2677427733423001;0.8662730223923001	-8.088937259582;-6.097020010177999	#	-8.8257537106726;-5.3678263739682	-0.12614938068088;0.68632436135688	#	#	#	#	-9.50480018937025;-6.45107169334975	#	#	-0.3229256196033;0.7373999818513001	-9.1836412679584;-6.222068582581599	#	-9.946720247582;-6.8638249921688015	#	-10.853533909303;-7.727054461477	-0.23147840596455005;0.72734469812055	-10.383723804385;-8.693835319435	-0.06306436895063006;0.62002563182863	-11.3940620383653;-7.1713033359724685	#	-9.686760555960198;-7.878791252999799	#	-10.726171648016601;-8.4006870316634	#	#	-0.09509056757491505;0.564388979706915	#	-0.05987596000300002;0.47804928413900005	#	-0.131130787146579;0.7792879981011301	-12.56860418452175;-7.874861389678251	#	#	#	#	#	-10.695333203312199;-8.5964788486278	#	#	#	#	#	-10.9981881640235;-9.6443775471765	-0.25573198330842695;1.4669374755953704	#	-0.21844512199738297;0.8660253458153829	#	-0.3974194233826745;0.5665278370728745	-11.6178510906047;-9.8151382251953	#	-11.72108467272;-9.656189243605	-0.15062075721498103;0.337159493483981	-12.241804803311851;-9.20782784128815	#	-11.6102775014848;-9.8950122707152	-0.283274436886216;0.739901483626216	-12.1686473923899;-10.027320835010102	#	forest_path	0.05712028543473131	0.5641025641025641	1	40.45316408706792	29952	27727	0.475	40.45316408706792	22	39
#	-0.025734206868419984;0.90879860297442	#	#	-1.5210745667653498;-1.2177636980876985	-0.22674121980814005;0.8853539468221401	-4.0897623780751;-2.4174035784049	-0.05663461553769071;1.09704223726995	-3.53274167804875;-2.473598276326643	-0.13481618718837501;1.326508883763375	-6.3257020218609;-1.9080104499391002	#	#	-0.21687881297389006;1.05798396694389	-6.4587430496728;-3.3760401779292	-0.13538870644573503;0.7786069149657351	-6.290982315044;-3.809813915125999	#	-6.24657574532705;-2.32676494675295	#	-7.4066351126204;-3.0672882898436	#	-7.8585278429992;-4.857500127134502	#	-6.5386317946662;-3.6042439071537995	#	#	#	#	#	#	-0.11839473888072005;0.95824356413472	#	-0.02812776105667003;0.60406290776467	#	-0.6819460613695196;0.6817579735518751	-7.4257791581806;-5.427179811961	#	-8.038266843801;-4.726085413299	#	#	#	#	#	-9.4576483980658;-6.2290530422382	#	-8.549934384586;-6.253204940094	#	#	-0.2628991746548801;0.9060637223706001	-9.1220301614358;-5.1530216613842	#	-9.80452230695925;-5.77187004660075	-0.32780060084553997;1.4726597224820002	#	#	-9.05083611220005;-7.25464792875995	0.06532608372196003;0.60289433050125	#	#	-10.1160188906114;-6.6794344582886005	#	-9.7387685497403;-8.066629856619699	#	-9.922546323833;-8.464596428766999	0.04800984146947901;0.7579474698232389	#	#	#	#	#	#	-10.1205596586325;-8.5815733685675	#	#	#	#	0.09335703577890397;1.126506866498128	-10.471380635424422;-8.0272062121493	#	tram	0.1	1.0	1	23.5	27729	27729	0.45	23.5	0	0
-4.55753363151135;-0.8821582648486499	0.16170964833994;0.8086939013080601	-5.4044730184333805;0.6453052994157231	-0.09923424279457504;0.960035836574575	#	#	#	-0.0038030535408499766;0.92355965732085	#	#	-6.5027646698795;-2.3238672369804996	#	-7.2998862938835;-3.5077535995362497	0.5728338498889929;1.0117044533897601	-6.7434639133224;-2.3447809689575996	#	-8.82399975013374;-3.9845970925145995	0.30347065989276006;1.03961232800924	-6.0411245621021;-3.7029918050579003	0.034664667264574955;1.252063977391425	#	#	#	-0.07450024313424009;1.07034912064624	-5.9732394852236;-4.0598459284112	#	#	0.55666541980039;1.06579242090761	-6.72813268246045;-3.94584671941955	#	-10.16832618938822;-1.8146843857204542	#	#	#	-6.5138208695315996;-2.5973446674483998	#	-7.5996516889028;-3.9868309936371995	-0.09372798937139992;1.06108247289033	-7.295308832382;-5.402633729238	-0.06235920676696005;1.0834691816369602	-8.967804076912701;-5.0080470522473	#	#	#	-8.6394166864897;-4.634415402770301	#	-7.2322799655184005;-4.6730671559416	-0.00010237398234014261;1.35882517799234	#	#	-7.1668093304154;-4.8488094809248	0.007890768317059926;1.450614725741377	#	#	#	-0.10806342089292997;1.43236828712093	#	#	-8.5314737881381;-5.8250563307819005	#	-9.681962248021401;-6.8197858540533005	-0.2763743182723759;1.0301755058903759	-9.358113071041899;-5.9598957269581	0.255123660365432;1.25586656620208	-9.8450239554315;-5.9918706613285	#	-9.5228720564825;-7.8603464782375	0.19189486458702193;1.2669701765961696	#	0.11867044492442103;1.2157720480083518	#	0.16892684145244752;0.8394015389242939	#	0.185517591788519;0.673297842487481	#	#	-10.83314398176335;-8.295980827916651	#	-11.391380419511002;-9.012128689089	#	train	0.043151275720164604	0.5333333333333333	1	34.79284632853211	29675	27730	0.5375	34.79284632853211	16	30
#	-0.17705266269049597;0.8581221420584959	-6.91520607502094;-2.87866157023906	#	#	#	-6.5439779629277;-4.7477407336523	#	#	#	-6.2675489910703925;-4.89402809729115	#	-6.8401257175575;-5.0341249238025	-0.3898395664862499;1.0372456349142498	#	#	#	#	-9.343150749886;-5.9123258161731	#	-8.9265350794358;-6.4698371385042	#	#	0.08844401069592;0.62393806794808	#	#	#	#	#	0.159350882172215;0.680952550401785	#	#	-9.4191431508304;-5.1114010630096	#	#	#	-9.4233301156488;-6.5052826310112	#	#	#	#	#	#	#	-10.09037010157985;-8.08786945972015	#	-10.9746835636152;-6.5780871984448	#	#	-0.26122275567324;0.08065604682557848	#	#	-11.07813734292375;-6.802441862672	#	#	#	#	-0.04974527318483002;0.76428523457083	-11.3804663678123;-7.6798547424476995	0.10116907350208598;0.769923751349914	#	#	-10.6505818621638;-9.2481429582562	0.033770125174090004;0.49531187281523503	#	#	#	-0.2500896599773265;0.4791232407933265	-10.75085746749445;-9.31909209138905	-0.051018594441177956;0.23146754127216196	-11.1916208632717;-8.949221933128301	#	-10.62728200511;-9.26304764655	-0.178718607081781;0.309061643617181	#	#	#	#	#	#	library	0.07631229607539923	0.9473684210526315	1	32.23330187188633	27731	27731	0.3375	32.23330187188633	0	0
-4.11740899184175;0.6469664834617503	#	#	#	-5.9715098080299;-1.9445550982100999	#	#	#	-5.097430659164;-4.06174060520625	#	#	#	#	-0.10748111388852999;1.0151592445465298	-7.2705928149208;-3.6334838124604003	#	-7.6232067139011;-3.5700800425588994	#	-6.55974401964185;-3.19008210507815	0.04090856392472497;1.024834033753275	#	#	-9.505814528732916;-5.733901448335886	#	#	#	#	#	#	#	-8.22309160664195;-5.59601243581805	0.35551948020055996;1.06629094798922	#	#	#	#	-7.8588860491590005;-5.427179811961	#	#	0.13648073684155992;0.7534652536744401	#	-0.49468559475807006;0.97090746328807	#	-0.40355471777448504;1.0413115438124851	-8.746936822914;-6.163065026966001	-0.1964287685730849;0.81494765906864	#	0.08485530100106498;0.824271763104935	-9.383427274663;-6.078914980852	#	#	#	-6.9239920979309995;-6.761261041304698	#	#	#	-10.184859883997351;-6.28279589928265	#	#	#	-10.0855882187645;-7.2217678584955	0.2938528036382261;1.0287870797297738	-10.7767784723758;-7.216741254764201	#	-9.737025298678748;-9.552555752092193	#	#	0.0013944647443924763;1.205578078108529	-10.438659107331048;-8.80370706028895	#	#	0.05261843949452799;0.962225509443472	#	#	-10.4169753647397;-8.61425519514125	#	#	#	#	-0.5142231796020545;1.7182909367832653	tram	0.057551093112004986	0.8425925925925926	1	60.68	27732	27732	0.375	60.68	0	0
#	#	-3.17321954232421;-1.02473617687579	#	-4.53523073877645;-1.91160873086355	-0.05146840528331997;0.71205961956732	#	#	#	#	-4.4944339419526;-2.3452866907474	#	#	-0.8249301581160258;0.77326711975282	#	-0.030046225213800015;0.6597617909458	#	#	#	0.06870237749889996;0.6690636811231	-5.9843381826194;-3.2620512751005997	#	#	#	#	#	-6.8004394117695;-2.397283775630499	#	#	#	#	#	#	-0.25587050754044494;0.958601040458445	#	#	#	#	#	#	#	#	#	#	#	#	-7.803725544468401;-3.6039917031116	#	#	-0.06389745448796008;0.88285097520196	-7.1803825452906;-5.4236082911693995	#	#	#	-7.3721086380172;-4.476874588375771	0.12012352983920005;0.9527893179547999	#	#	#	#	-9.783823050572899;-7.128280534687099	#	#	0.12896941233637493;1.073904003289625	#	#	-8.402681828538164;-6.3800863057554995	0.010294910787819522;0.8142988783041805	-10.358371045607349;-7.0911121375912	#	-10.4996822118346;-8.7663286500753	#	#	#	#	-0.3372272329584955;0.6901457406366145	#	#	-8.36192722800107;-7.8685850852507	#	grocery_store	0.1	1.0	1	30.0433865728	27737	27737	0.2875	30.0433865728	0	0
#	-0.017103639755004008;0.744900035963004	-7.38534221755665;-4.45559217376335	#	#	#	#	#	#	#	#	#	#	0.19066132282612003;1.40844069468788	-8.85105802769;-7.257332323209999	#	#	0.06204358472672006;0.7594409545212799	#	#	#	0.12750250940405;0.97290422420795	#	#	-9.67871922862555;-7.341956224261918	#	#	#	#	0.21794389658127494;0.8068490058727249	-9.601009796102101;-6.7718476121379005	#	#	#	-10.545808581291599;-6.6293323792084	#	#	#	-10.033129247046;-7.0589255135340006	#	#	#	#	#	#	-0.14199807560989502;0.7462705900138951	-10.8216256630656;-7.4749627582344	#	#	#	#	#	-10.51498925293875;-8.20117238224125	#	#	#	#	#	-12.1279864466126;-9.1454039425874	#	#	#	#	#	-11.1788658254995;-8.991940982900498	#	#	#	-11.362060601004549;-10.16898748559545	#	#	#	#	-0.44221678195362846;0.7021907293016285	-11.29265307391455;-9.671761272285451	#	#	#	-10.290785400189;-9.271106087150999	#	metro_station	1.0	1.0	1	39.2	29681	27738	0.25	39.2	5	5
