A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	1	0	1	#	#	1	0.2693290743429045	0.7692307692307693	1	142.47351503851013	9970	9778	0.5	142.47351503851013	20	26
0	#	#	1	1	0	1	0.2693290743429045	0.7692307692307693	1	146.16240947199998	9970	9778	0.6666666666666666	146.16240947199998	10	13
0	#	0	0	#	#	1	0.0	0.0	1	173.79503488769294	9803	9803	0.5	9411.407474470512	0	24
0	0	#	#	#	#	1	0.01996455762479919	0.45714285714285713	1	152.701228929773	9966	9864	0.3333333333333333	4141.904228298324	16	35
#	0	0	#	1	0	1	0.014458261438686257	0.42857142857142855	1	135.10399999999998	9895	9895	0.6666666666666666	135.10399999999998	3	7
0	#	1	1	#	#	0	0.0	0.0	1	167.89151999999999	9920	9920	0.5	167.89151999999999	0	9
1	1	#	#	#	#	0	0.023078380428451596	0.47058823529411764	2	155.98651493253118	9961	9925	0.3333333333333333	311.97302986506236	8	17
#	#	1	0	#	0	1	0.0003200000000000001	0.2	1	155.2	9998	9966	0.5	155.2	1	5
#	1	0	1	1	0	1	0.02373046875	0.75	1	137.9273672476721	9970	9970	0.8333333333333334	137.9273672476721	0	0
#	#	1	0	1	0	1	0.061865234375	0.875	1	164.818957177257	9998	9998	0.6666666666666666	164.818957177257	0	0
